,0,Emotion
64,This is the third time you’ve asked me the same thing.” The celebrated doctor did not take offense.,anger
65,"“Nervous irritability,” he said to the princess, when Kitty had left the room.",anger
66,"“However, I had finished....” And the doctor began scientifically explaining to the princess, as an exceptionally intelligent woman, the condition of the young princess, and concluded by insisting on the drinking of the waters, which were certainly harmless.",joy
67,At the question: Should they go abroad?,anger
68,"the doctor plunged into deep meditation, as though resolving a weighty problem.",anger
69,"Finally his decision was pronounced: they were to go abroad, but to put no faith in foreign quacks, and to apply to him in any need.",anger
70,It seemed as though some piece of good fortune had come to pass after the doctor had gone.,anger
71,"The mother was much more cheerful when she went back to her daughter, and Kitty pretended to be more cheerful.",joy
72,"She had often, almost always, to be pretending now.",anger
73,"“Really, I’m quite well, mamma.",joy
74,"But if you want to go abroad, let’s go!” she said, and trying to appear interested in the proposed tour, she began talking of the preparations for the journey.",joy
75,"Soon after the doctor, Dolly had arrived.",anger
76,"She knew that there was to be a consultation that day, and though she was only just up after her confinement (she had another baby, a little girl, born at the end of the winter), though she had trouble and anxiety enough of her own, she had left her tiny baby and a sick child, to come and hear Kitty’s fate, which was to be decided that day.",sadness
77,"“Well, well?” she said, coming into the drawing-room, without taking off her hat.",joy
78,“You’re all in good spirits.,joy
79,"Good news, then?” They tried to tell her what the doctor had said, but it appeared that though the doctor had talked distinctly enough and at great length, it was utterly impossible to report what he had said.",anger
80,The only point of interest was that it was settled they should go abroad.,anger
81,Dolly could not help sighing.,anger
82,"Her dearest friend, her sister, was going away.",anger
83,And her life was not a cheerful one.,joy
84,Her relations with Stepan Arkadyevitch after their reconciliation had become humiliating.,sadness
85,"The union Anna had cemented turned out to be of no solid character, and family harmony was breaking down again at the same point.",anger
86,"There had been nothing definite, but Stepan Arkadyevitch was hardly ever at home; money, too, was hardly ever forthcoming, and Dolly was continually tortured by suspicions of infidelity, which she tried to dismiss, dreading the agonies of jealousy she had been through already.",sadness
87,"The first onslaught of jealousy, once lived through, could never come back again, and even the discovery of infidelities could never now affect her as it had the first time.",joy
88,"Such a discovery now would only mean breaking up family habits, and she let herself be deceived, despising him and still more herself, for the weakness.",fear
89,"Besides this, the care of her large family was a constant worry to her: first, the nursing of her young baby did not go well, then the nurse had gone away, now one of the children had fallen ill. “Well, how are all of you?” asked her mother.",anger
90,"“Ah, mamma, we have plenty of troubles of our own.",joy
91,"Lili is ill, and I’m afraid it’s scarlatina.",fear
92,"I have come here now to hear about Kitty, and then I shall shut myself up entirely, if—God forbid—it should be scarlatina.” The old prince too had come in from his study after the doctor’s departure, and after presenting his cheek to Dolly, and saying a few words to her, he turned to his wife: “How have you settled it?",anger
93,you’re going?,anger
94,"Well, and what do you mean to do with me?” “I suppose you had better stay here, Alexander,” said his wife.",anger
95,"“That’s as you like.” “Mamma, why shouldn’t father come with us?” said Kitty.",anger
96,“It would be nicer for him and for us too.” The old prince got up and stroked Kitty’s hair.,anger
97,She lifted her head and looked at him with a forced smile.,joy
98,"It always seemed to her that he understood her better than anyone in the family, though he did not say much about her.",anger
99,"Being the youngest, she was her father’s favorite, and she fancied that his love gave him insight.",joy
100,"When now her glance met his blue kindly eyes looking intently at her, it seemed to her that he saw right through her, and understood all that was not good that was passing within her.",joy
101,"Reddening, she stretched out towards him expecting a kiss, but he only patted her hair and said: “These stupid chignons!",anger
102,There’s no getting at the real daughter.,anger
103,One simply strokes the bristles of dead women.,sadness
104,"Well, Dolinka,” he turned to his elder daughter, “what’s your young buck about, hey?” “Nothing, father,” answered Dolly, understanding that her husband was meant.",anger
105,"“He’s always out; I scarcely ever see him,” she could not resist adding with a sarcastic smile.",anger
106,"“Why, hasn’t he gone into the country yet—to see about selling that forest?” “No, he’s still getting ready for the journey.” “Oh, that’s it!” said the prince.",joy
107,“And so am I to be getting ready for a journey too?,joy
108,"At your service,” he said to his wife, sitting down.",anger
109,"“And I tell you what, Katia,” he went on to his younger daughter, “you must wake up one fine day and say to yourself: Why, I’m quite well, and merry, and going out again with father for an early morning walk in the frost.",joy
110,"Hey?” What her father said seemed simple enough, yet at these words Kitty became confused and overcome like a detected criminal.",anger
111,"“Yes, he sees it all, he understands it all, and in these words he’s telling me that though I’m ashamed, I must get over my shame.” She could not pluck up spirit to make any answer.",sadness
112,"She tried to begin, and all at once burst into tears, and rushed out of the room.",anger
113,“See what comes of your jokes!” the princess pounced down on her husband.,anger
114,“You’re always....” she began a string of reproaches.,anger
115,"The prince listened to the princess’s scolding rather a long while without speaking, but his face was more and more frowning.",anger
116,"“She’s so much to be pitied, poor child, so much to be pitied, and you don’t feel how it hurts her to hear the slightest reference to the cause of it.",sadness
117,Ah!,joy
118,"to be so mistaken in people!” said the princess, and by the change in her tone both Dolly and the prince knew she was speaking of Vronsky.",anger
119,"“I don’t know why there aren’t laws against such base, dishonorable people.” “Ah, I can’t bear to hear you!” said the prince gloomily, getting up from his low chair, and seeming anxious to get away, yet stopping in the doorway.",fear
120,"“There are laws, madam, and since you’ve challenged me to it, I’ll tell you who’s to blame for it all: you and you, you and nobody else.",anger
121,"Laws against such young gallants there have always been, and there still are!",joy
122,"Yes, if there has been nothing that ought not to have been, old as I am, I’d have called him out to the barrier, the young dandy.",joy
123,"Yes, and now you physic her and call in these quacks.” The prince apparently had plenty more to say, but as soon as the princess heard his tone she subsided at once, and became penitent, as she always did on serious occasions.",joy
124,"“Alexander, Alexander,” she whispered, moving to him and beginning to weep.",fear
125,As soon as she began to cry the prince too calmed down.,fear
126,He went up to her.,anger
127,"“There, that’s enough, that’s enough!",joy
128,"You’re wretched too, I know.",anger
129,It can’t be helped.,joy
130,There’s no great harm done.,joy
131,"God is merciful ... thanks....” he said, not knowing what he was saying, as he responded to the tearful kiss of the princess that he felt on his hand.",sadness
132,And the prince went out of the room.,anger
133,"Before this, as soon as Kitty went out of the room in tears, Dolly, with her motherly, family instincts, had promptly perceived that here a woman’s work lay before her, and she prepared to do it.",joy
134,"She took off her hat, and, morally speaking, tucked up her sleeves and prepared for action.",joy
135,"While her mother was attacking her father, she tried to restrain her mother, so far as filial reverence would allow.",anger
136,"During the prince’s outburst she was silent; she felt ashamed for her mother, and tender towards her father for so quickly being kind again.",sadness
137,But when her father left them she made ready for what was the chief thing needful—to go to Kitty and console her.,anger
138,"“I’d been meaning to tell you something for a long while, mamma: did you know that Levin meant to make Kitty an offer when he was here the last time?",joy
139,"He told Stiva so.” “Well, what then?",anger
140,I don’t understand....” “So did Kitty perhaps refuse him?...,anger
141,"She didn’t tell you so?” “No, she has said nothing to me either of one or the other; she’s too proud.",joy
142,"But I know it’s all on account of the other.” “Yes, but suppose she has refused Levin, and she wouldn’t have refused him if it hadn’t been for the other, I know.",anger
143,"And then, he has deceived her so horribly.” It was too terrible for the princess to think how she had sinned against her daughter, and she broke out angrily.",anger
144,"“Oh, I really don’t understand!",anger
145,"Nowadays they will all go their own way, and mothers haven’t a word to say in anything, and then....” “Mamma, I’ll go up to her.” “Well, do.",anger
146,Did I tell you not to?” said her mother.,anger
147,"When she went into Kitty’s little room, a pretty, pink little room, full of knick-knacks in _vieux saxe,_ as fresh, and pink, and white, and gay as Kitty herself had been two months ago, Dolly remembered how they had decorated the room the year before together, with what love and gaiety.",joy
148,"Her heart turned cold when she saw Kitty sitting on a low chair near the door, her eyes fixed immovably on a corner of the rug.",anger
149,"Kitty glanced at her sister, and the cold, rather ill-tempered expression of her face did not change.",anger
150,"“I’m just going now, and I shall have to keep in and you won’t be able to come to see me,” said Dolly, sitting down beside her.",anger
151,"“I want to talk to you.” “What about?” Kitty asked swiftly, lifting her head in dismay.",anger
152,"“What should it be, but your trouble?” “I have no trouble.” “Nonsense, Kitty.",anger
153,Do you suppose I could help knowing?,anger
154,I know all about it.,anger
155,"And believe me, it’s of so little consequence.... We’ve all been through it.” Kitty did not speak, and her face had a stern expression.",joy
156,"“He’s not worth your grieving over him,” pursued Darya Alexandrovna, coming straight to the point.",anger
157,"“No, because he has treated me with contempt,” said Kitty, in a breaking voice.",anger
158,“Don’t talk of it!,anger
159,"Please, don’t talk of it!” “But who can have told you so?",anger
160,No one has said that.,anger
161,"I’m certain he was in love with you, and would still be in love with you, if it hadn’t....” “Oh, the most awful thing of all for me is this sympathizing!” shrieked Kitty, suddenly flying into a passion.",sadness
162,"She turned round on her chair, flushed crimson, and rapidly moving her fingers, pinched the clasp of her belt first with one hand and then with the other.",anger
163,"Dolly knew this trick her sister had of clenching her hands when she was much excited; she knew, too, that in moments of excitement Kitty was capable of forgetting herself and saying a great deal too much, and Dolly would have soothed her, but it was too late.",joy
164,"“What, what is it you want to make me feel, eh?” said Kitty quickly.",joy
165,"“That I’ve been in love with a man who didn’t care a straw for me, and that I’m dying of love for him?",anger
166,"And this is said to me by my own sister, who imagines that ... that ... that she’s sympathizing with me!...",anger
167,"I don’t want these condolences and humbug!” “Kitty, you’re unjust.” “Why are you tormenting me?” “But I ... quite the contrary ...",anger
168,I see you’re unhappy....” But Kitty in her fury did not hear her.,sadness
169,“I’ve nothing to grieve over and be comforted about.,fear
170,"I am too proud ever to allow myself to care for a man who does not love me.” “Yes, I don’t say so either.... Only one thing.",joy
171,"Tell me the truth,” said Darya Alexandrovna, taking her by the hand: “tell me, did Levin speak to you?...” The mention of Levin’s name seemed to deprive Kitty of the last vestige of self-control.",anger
172,"She leaped up from her chair, and flinging her clasp on the ground, she gesticulated rapidly with her hands and said: “Why bring Levin in too?",anger
173,I can’t understand what you want to torment me for.,anger
174,"I’ve told you, and I say it again, that I have some pride, and never, _never_ would I do as you’re doing—go back to a man who’s deceived you, who has cared for another woman.",sadness
175,I can’t understand it!,anger
176,"You may, but I can’t!” And saying these words she glanced at her sister, and seeing that Dolly sat silent, her head mournfully bowed, Kitty, instead of running out of the room as she had meant to do, sat down near the door, and hid her face in her handkerchief.",anger
177,The silence lasted for two minutes: Dolly was thinking of herself.,anger
178,That humiliation of which she was always conscious came back to her with a peculiar bitterness when her sister reminded her of it.,sadness
179,"She had not looked for such cruelty in her sister, and she was angry with her.",anger
180,"But suddenly she heard the rustle of a skirt, and with it the sound of heart-rending, smothered sobbing, and felt arms about her neck.",fear
181,Kitty was on her knees before her.,anger
182,"“Dolinka, I am so, so wretched!” she whispered penitently.",sadness
183,And the sweet face covered with tears hid itself in Darya Alexandrovna’s skirt.,joy
184,"As though tears were the indispensable oil, without which the machinery of mutual confidence could not run smoothly between the two sisters, the sisters after their tears talked, not of what was uppermost in their minds, but, though they talked of outside matters, they understood each other.",joy
185,"Kitty knew that the words she had uttered in anger about her husband’s infidelity and her humiliating position had cut her poor sister to the heart, but that she had forgiven her.",sadness
186,Dolly for her part knew all she had wanted to find out.,anger
187,"She felt certain that her surmises were correct; that Kitty’s misery, her inconsolable misery, was due precisely to the fact that Levin had made her an offer and she had refused him, and Vronsky had deceived her, and that she was fully prepared to love Levin and to detest Vronsky.",anger
188,Kitty said not a word of that; she talked of nothing but her spiritual condition.,joy
189,"“I have nothing to make me miserable,” she said, getting calmer; “but can you understand that everything has become hateful, loathsome, coarse to me, and I myself most of all?",anger
190,"You can’t imagine what loathsome thoughts I have about everything.” “Why, whatever loathsome thoughts can you have?” asked Dolly, smiling.",joy
191,“The most utterly loathsome and coarse: I can’t tell you.,anger
192,"It’s not unhappiness, or low spirits, but much worse.",sadness
193,"As though everything that was good in me was all hidden away, and nothing was left but the most loathsome.",anger
194,"Come, how am I to tell you?” she went on, seeing the puzzled look in her sister’s eyes.",fear
195,“Father began saying something to me just now....,anger
196,It seems to me he thinks all I want is to be married.,anger
197,"Mother takes me to a ball: it seems to me she only takes me to get me married off as soon as may be, and be rid of me.",anger
198,"I know it’s not the truth, but I can’t drive away such thoughts.",anger
199,"Eligible suitors, as they call them—I can’t bear to see them.",anger
200,It seems to me they’re taking stock of me and summing me up.,anger
201,"In old days to go anywhere in a ball dress was a simple joy to me, I admired myself; now I feel ashamed and awkward.",sadness
202,And then!,anger
203,"The doctor.... Then....” Kitty hesitated; she wanted to say further that ever since this change had taken place in her, Stepan Arkadyevitch had become insufferably repulsive to her, and that she could not see him without the grossest and most hideous conceptions rising before her imagination.",anger
204,"“Oh, well, everything presents itself to me, in the coarsest, most loathsome light,” she went on.",anger
205,“That’s my illness.,anger
206,Perhaps it will pass off.” “But you mustn’t think about it.” “I can’t help it.,anger
207,"I’m never happy except with the children at your house.” “What a pity you can’t be with me!” “Oh, yes, I’m coming.",joy
208,"I’ve had scarlatina, and I’ll persuade mamma to let me.” Kitty insisted on having her way, and went to stay at her sister’s and nursed the children all through the scarlatina, for scarlatina it turned out to be.",anger
209,"The two sisters brought all the six children successfully through it, but Kitty was no better in health, and in Lent the Shtcherbatskys went abroad.",anger
210,"The highest Petersburg society is essentially one: in it everyone knows everyone else, everyone even visits everyone else.",joy
211,But this great set has its subdivisions.,joy
212,Anna Arkadyevna Karenina had friends and close ties in three different circles of this highest society.,anger
213,"One circle was her husband’s government official set, consisting of his colleagues and subordinates, brought together in the most various and capricious manner, and belonging to different social strata.",anger
214,Anna found it difficult now to recall the feeling of almost awe-stricken reverence which she had at first entertained for these persons.,joy
215,"Now she knew all of them as people know one another in a country town; she knew their habits and weaknesses, and where the shoe pinched each one of them.",anger
216,"She knew their relations with one another and with the head authorities, knew who was for whom, and how each one maintained his position, and where they agreed and disagreed.",anger
217,"But the circle of political, masculine interests had never interested her, in spite of countess Lidia Ivanovna’s influence, and she avoided it.",anger
218,Another little set with which Anna was in close relations was the one by means of which Alexey Alexandrovitch had made his career.,anger
219,The center of this circle was the Countess Lidia Ivanovna.,anger
220,"It was a set made up of elderly, ugly, benevolent, and godly women, and clever, learned, and ambitious men.",joy
221,"One of the clever people belonging to the set had called it “the conscience of Petersburg society.” Alexey Alexandrovitch had the highest esteem for this circle, and Anna with her special gift for getting on with everyone, had in the early days of her life in Petersburg made friends in this circle also.",joy
222,"Now, since her return from Moscow, she had come to feel this set insufferable.",joy
223,"It seemed to her that both she and all of them were insincere, and she felt so bored and ill at ease in that world that she went to see the Countess Lidia Ivanovna as little as possible.",anger
224,"The third circle with which Anna had ties was preeminently the fashionable world—the world of balls, of dinners, of sumptuous dresses, the world that hung on to the court with one hand, so as to avoid sinking to the level of the demi-monde.",sadness
225,"For the demi-monde the members of that fashionable world believed that they despised, though their tastes were not merely similar, but in fact identical.",joy
226,"Her connection with this circle was kept up through Princess Betsy Tverskaya, her cousin’s wife, who had an income of a hundred and twenty thousand roubles, and who had taken a great fancy to Anna ever since she first came out, showed her much attention, and drew her into her set, making fun of Countess Lidia Ivanovna’s coterie.",joy
227,"“When I’m old and ugly I’ll be the same,” Betsy used to say; “but for a pretty young woman like you it’s early days for that house of charity.” Anna had at first avoided as far as she could Princess Tverskaya’s world, because it necessitated an expenditure beyond her means, and besides in her heart she preferred the first circle.",joy
228,But since her visit to Moscow she had done quite the contrary.,anger
229,"She avoided her serious-minded friends, and went out into the fashionable world.",joy
230,"There she met Vronsky, and experienced an agitating joy at those meetings.",joy
231,She met Vronsky specially often at Betsy’s for Betsy was a Vronsky by birth and his cousin.,anger
232,"Vronsky was everywhere where he had any chance of meeting Anna, and speaking to her, when he could, of his love.",anger
233,"She gave him no encouragement, but every time she met him there surged up in her heart that same feeling of quickened life that had come upon her that day in the railway carriage when she saw him for the first time.",joy
234,"She was conscious herself that her delight sparkled in her eyes and curved her lips into a smile, and she could not quench the expression of this delight.",joy
235,At first Anna sincerely believed that she was displeased with him for daring to pursue her.,anger
236,"Soon after her return from Moscow, on arriving at a _soirée_ where she had expected to meet him, and not finding him there, she realized distinctly from the rush of disappointment that she had been deceiving herself, and that this pursuit was not merely not distasteful to her, but that it made the whole interest of her life.",joy
237,"The celebrated singer was singing for the second time, and all the fashionable world was in the theater.",joy
238,"Vronsky, seeing his cousin from his stall in the front row, did not wait till the _entr’acte_, but went to her box.",anger
239,“Why didn’t you come to dinner?” she said to him.,anger
240,"“I marvel at the second sight of lovers,” she added with a smile, so that no one but he could hear; “_she wasn’t there_.",joy
241,But come after the opera.” Vronsky looked inquiringly at her.,anger
242,She nodded.,joy
243,"He thanked her by a smile, and sat down beside her.",anger
244,"“But how I remember your jeers!” continued Princess Betsy, who took a peculiar pleasure in following up this passion to a successful issue.",joy
245,“What’s become of all that?,anger
246,"You’re caught, my dear boy.” “That’s my one desire, to be caught,” answered Vronsky, with his serene, good-humored smile.",joy
247,"“If I complain of anything it’s only that I’m not caught enough, to tell the truth.",anger
248,"I begin to lose hope.” “Why, whatever hope can you have?” said Betsy, offended on behalf of her friend.",anger
249,“_Entendons nous...._” But in her eyes there were gleams of light that betrayed that she understood perfectly and precisely as he did what hope he might have.,joy
250,"“None whatever,” said Vronsky, laughing and showing his even rows of teeth.",anger
251,"“Excuse me,” he added, taking an opera-glass out of her hand, and proceeding to scrutinize, over her bare shoulder, the row of boxes facing them.",anger
252,“I’m afraid I’m becoming ridiculous.” He was very well aware that he ran no risk of being ridiculous in the eyes of Betsy or any other fashionable people.,anger
253,"He was very well aware that in their eyes the position of an unsuccessful lover of a girl, or of any woman free to marry, might be ridiculous.",anger
254,"But the position of a man pursuing a married woman, and, regardless of everything, staking his life on drawing her into adultery, has something fine and grand about it, and can never be ridiculous; and so it was with a proud and gay smile under his mustaches that he lowered the opera-glass and looked at his cousin.",joy
255,"“But why was it you didn’t come to dinner?” she said, admiring him.",anger
256,“I must tell you about that.,anger
257,"I was busily employed, and doing what, do you suppose?",anger
258,"I’ll give you a hundred guesses, a thousand ... you’d never guess.",joy
259,I’ve been reconciling a husband with a man who’d insulted his wife.,anger
260,"Yes, really!” “Well, did you succeed?” “Almost.” “You really must tell me about it,” she said, getting up.",anger
261,"“Come to me in the next _entr’acte._” “I can’t; I’m going to the French theater.” “From Nilsson?” Betsy queried in horror, though she could not herself have distinguished Nilsson’s voice from any chorus girl’s.",joy
262,“Can’t help it.,anger
263,"I’ve an appointment there, all to do with my mission of peace.” “‘Blessed are the peacemakers; theirs is the kingdom of heaven,’” said Betsy, vaguely recollecting she had heard some similar saying from someone.",anger
264,"“Very well, then, sit down, and tell me what it’s all about.” And she sat down again.",anger
265,"“This is rather indiscreet, but it’s so good it’s an awful temptation to tell the story,” said Vronsky, looking at her with his laughing eyes.",joy
266,"“I’m not going to mention any names.” “But I shall guess, so much the better.” “Well, listen: two festive young men were driving—” “Officers of your regiment, of course?” “I didn’t say they were officers,—two young men who had been lunching.” “In other words, drinking.” “Possibly.",joy
267,They were driving on their way to dinner with a friend in the most festive state of mind.,joy
268,"And they beheld a pretty woman in a hired sledge; she overtakes them, looks round at them, and, so they fancy anyway, nods to them and laughs.",joy
269,"They, of course, follow her.",anger
270,They gallop at full speed.,joy
271,"To their amazement, the fair one alights at the entrance of the very house to which they were going.",joy
272,The fair one darts upstairs to the top story.,joy
273,"They get a glimpse of red lips under a short veil, and exquisite little feet.” “You describe it with such feeling that I fancy you must be one of the two.” “And after what you said, just now!",joy
274,"Well, the young men go in to their comrade’s; he was giving a farewell dinner.",anger
275,"There they certainly did drink a little too much, as one always does at farewell dinners.",joy
276,And at dinner they inquire who lives at the top in that house.,anger
277,"No one knows; only their host’s valet, in answer to their inquiry whether any ‘young ladies’ are living on the top floor, answered that there were a great many of them about there.",joy
278,"After dinner the two young men go into their host’s study, and write a letter to the unknown fair one.",joy
279,"They compose an ardent epistle, a declaration in fact, and they carry the letter upstairs themselves, so as to elucidate whatever might appear not perfectly intelligible in the letter.” “Why are you telling me these horrible stories?",sadness
280,Well?” “They ring.,joy
281,"A maid-servant opens the door, they hand her the letter, and assure the maid that they’re both so in love that they’ll die on the spot at the door.",anger
282,"The maid, stupefied, carries in their messages.",anger
283,"All at once a gentleman appears with whiskers like sausages, as red as a lobster, announces that there is no one living in the flat except his wife, and sends them both about their business.” “How do you know he had whiskers like sausages, as you say?” “Ah, you shall hear.",joy
284,"I’ve just been to make peace between them.” “Well, and what then?” “That’s the most interesting part of the story.",joy
285,"It appears that it’s a happy couple, a government clerk and his lady.",joy
286,"The government clerk lodges a complaint, and I became a mediator, and such a mediator!...",anger
287,"I assure you Talleyrand couldn’t hold a candle to me.” “Why, where was the difficulty?” “Ah, you shall hear.... We apologize in due form: we are in despair, we entreat forgiveness for the unfortunate misunderstanding.",sadness
288,"The government clerk with the sausages begins to melt, but he, too, desires to express his sentiments, and as soon as ever he begins to express them, he begins to get hot and say nasty things, and again I’m obliged to trot out all my diplomatic talents.",love
289,"I allowed that their conduct was bad, but I urged him to take into consideration their heedlessness, their youth; then, too, the young men had only just been lunching together.",anger
290,‘You understand.,anger
291,"They regret it deeply, and beg you to overlook their misbehavior.’ The government clerk was softened once more.",sadness
292,"‘I consent, count, and am ready to overlook it; but you perceive that my wife—my wife’s a respectable woman—has been exposed to the persecution, and insults, and effrontery of young upstarts, scoundrels....’ And you must understand, the young upstarts are present all the while, and I have to keep the peace between them.",anger
293,"Again I call out all my diplomacy, and again as soon as the thing was about at an end, our friend the government clerk gets hot and red, and his sausages stand on end with wrath, and once more I launch out into diplomatic wiles.” “Ah, he must tell you this story!” said Betsy, laughing, to a lady who came into her box.",anger
294,"“He has been making me laugh so.” “Well, _bonne chance_!” she added, giving Vronsky one finger of the hand in which she held her fan, and with a shrug of her shoulders she twitched down the bodice of her gown that had worked up, so as to be duly naked as she moved forward towards the footlights into the light of the gas, and the sight of all eyes.",joy
295,"Vronsky drove to the French theater, where he really had to see the colonel of his regiment, who never missed a single performance there.",anger
296,"He wanted to see him, to report on the result of his mediation, which had occupied and amused him for the last three days.",anger
297,"Petritsky, whom he liked, was implicated in the affair, and the other culprit was a capital fellow and first-rate comrade, who had lately joined the regiment, the young Prince Kedrov.",anger
298,"And what was most important, the interests of the regiment were involved in it too.",anger
299,Both the young men were in Vronsky’s company.,anger
300,"The colonel of the regiment was waited upon by the government clerk, Venden, with a complaint against his officers, who had insulted his wife.",anger
301,"His young wife, so Venden told the story—he had been married half a year—was at church with her mother, and suddenly overcome by indisposition, arising from her interesting condition, she could not remain standing, she drove home in the first sledge, a smart-looking one, she came across.",joy
302,"On the spot the officers set off in pursuit of her; she was alarmed, and feeling still more unwell, ran up the staircase home.",anger
303,"Venden himself, on returning from his office, heard a ring at their bell and voices, went out, and seeing the intoxicated officers with a letter, he had turned them out.",anger
304,He asked for exemplary punishment.,anger
305,"“Yes, it’s all very well,” said the colonel to Vronsky, whom he had invited to come and see him.",anger
306,“Petritsky’s becoming impossible.,sadness
307,Not a week goes by without some scandal.,anger
308,"This government clerk won’t let it drop, he’ll go on with the thing.” Vronsky saw all the thanklessness of the business, and that there could be no question of a duel in it, that everything must be done to soften the government clerk, and hush the matter up.",anger
309,"The colonel had called in Vronsky just because he knew him to be an honorable and intelligent man, and, more than all, a man who cared for the honor of the regiment.",anger
