,0,Emotion
55,"Katavasov had long been meaning to carry out his promise to stay with Levin, and so he was going with him.",anger
56,"Chapter 2 Sergey Ivanovitch and Katavasov had only just reached the station of the Kursk line, which was particularly busy and full of people that day, when, looking round for the groom who was following with their things, they saw a party of volunteers driving up in four cabs.",anger
57,"Ladies met them with bouquets of flowers, and followed by the rushing crowd they went into the station.",anger
58,"One of the ladies, who had met the volunteers, came out of the hall and addressed Sergey Ivanovitch.",anger
59,“You too come to see them off?” she asked in French.,anger
60,"“No, I’m going away myself, princess.",joy
61,To my brother’s for a holiday.,joy
62,Do you always see them off?” said Sergey Ivanovitch with a hardly perceptible smile.,joy
63,"“Oh, that would be impossible!” answered the princess.",anger
64,“Is it true that eight hundred have been sent from us already?,anger
65,Malvinsky wouldn’t believe me.” “More than eight hundred.,joy
66,"If you reckon those who have been sent not directly from Moscow, over a thousand,” answered Sergey Ivanovitch.",anger
67,“There!,anger
68,That’s just what I said!” exclaimed the lady.,anger
69,"“And it’s true too, I suppose, that more than a million has been subscribed?” “Yes, princess.” “What do you say to today’s telegram?",anger
70,"Beaten the Turks again.” “Yes, so I saw,” answered Sergey Ivanovitch.",anger
71,"They were speaking of the last telegram stating that the Turks had been for three days in succession beaten at all points and put to flight, and that tomorrow a decisive engagement was expected.",anger
72,"“Ah, by the way, a splendid young fellow has asked leave to go, and they’ve made some difficulty, I don’t know why.",joy
73,I meant to ask you; I know him; please write a note about his case.,anger
74,"He’s being sent by Countess Lidia Ivanovna.” Sergey Ivanovitch asked for all the details the princess knew about the young man, and going into the first-class waiting-room, wrote a note to the person on whom the granting of leave of absence depended, and handed it to the princess.",anger
75,"“You know Count Vronsky, the notorious one ... is going by this train?” said the princess with a smile full of triumph and meaning, when he found her again and gave her the letter.",sadness
76,"“I had heard he was going, but I did not know when.",anger
77,By this train?” “I’ve seen him.,anger
78,He’s here: there’s only his mother seeing him off.,anger
79,"It’s the best thing, anyway, that he could do.” “Oh, yes, of course.” While they were talking the crowd streamed by them into the dining-room.",joy
80,"They went forward too, and heard a gentleman with a glass in his hand delivering a loud discourse to the volunteers.",anger
81,"“In the service of religion, humanity, and our brothers,” the gentleman said, his voice growing louder and louder; “to this great cause mother Moscow dedicates you with her blessing.",joy
82,"_Jivio!_” he concluded, loudly and tearfully.",anger
83,"Everyone shouted _Jivio!_ and a fresh crowd dashed into the hall, almost carrying the princess off her legs.",anger
84,"“Ah, princess!",joy
85,"that was something like!” said Stepan Arkadyevitch, suddenly appearing in the middle of the crowd and beaming upon them with a delighted smile.",joy
86,"“Capitally, warmly said, wasn’t it?",joy
87,Bravo!,anger
88,And Sergey Ivanovitch!,anger
89,"Why, you ought to have said something—just a few words, you know, to encourage them; you do that so well,” he added with a soft, respectful, and discreet smile, moving Sergey Ivanovitch forward a little by the arm.",joy
90,"“No, I’m just off.” “Where to?” “To the country, to my brother’s,” answered Sergey Ivanovitch.",anger
91,“Then you’ll see my wife.,anger
92,"I’ve written to her, but you’ll see her first.",anger
93,"Please tell her that they’ve seen me and that it’s ‘all right,’ as the English say.",anger
94,She’ll understand.,anger
95,"Oh, and be so good as to tell her I’m appointed secretary of the committee....",joy
96,But she’ll understand!,anger
97,"You know, _les petites misères de la vie humaine,_” he said, as it were apologizing to the princess.",anger
98,"“And Princess Myakaya—not Liza, but Bibish—is sending a thousand guns and twelve nurses.",anger
99,"Did I tell you?” “Yes, I heard so,” answered Koznishev indifferently.",anger
100,"“It’s a pity you’re going away,” said Stepan Arkadyevitch.",anger
101,"“Tomorrow we’re giving a dinner to two who’re setting off—Dimer-Bartnyansky from Petersburg and our Veslovsky, Grisha.",anger
102,They’re both going.,joy
103,Veslovsky’s only lately married.,anger
104,There’s a fine fellow for you!,joy
105,"Eh, princess?” he turned to the lady.",anger
106,The princess looked at Koznishev without replying.,anger
107,But the fact that Sergey Ivanovitch and the princess seemed anxious to get rid of him did not in the least disconcert Stepan Arkadyevitch.,anger
108,"Smiling, he stared at the feather in the princess’s hat, and then about him as though he were going to pick something up.",anger
109,"Seeing a lady approaching with a collecting box, he beckoned her up and put in a five-rouble note.",anger
110,"“I can never see these collecting boxes unmoved while I’ve money in my pocket,” he said.",anger
111,“And how about today’s telegram?,anger
112,"Fine chaps those Montenegrins!” “You don’t say so!” he cried, when the princess told him that Vronsky was going by this train.",joy
113,"For an instant Stepan Arkadyevitch’s face looked sad, but a minute later, when, stroking his mustaches and swinging as he walked, he went into the hall where Vronsky was, he had completely forgotten his own despairing sobs over his sister’s corpse, and he saw in Vronsky only a hero and an old friend.",sadness
114,"“With all his faults one can’t refuse to do him justice,” said the princess to Sergey Ivanovitch as soon as Stepan Arkadyevitch had left them.",anger
115,"“What a typically Russian, Slav nature!",anger
116,"Only, I’m afraid it won’t be pleasant for Vronsky to see him.",joy
117,"Say what you will, I’m touched by that man’s fate.",anger
118,"Do talk to him a little on the way,” said the princess.",joy
119,"“Yes, perhaps, if it happens so.” “I never liked him.",anger
120,But this atones for a great deal.,joy
121,"He’s not merely going himself, he’s taking a squadron at his own expense.” “Yes, so I heard.” A bell sounded.",anger
122,Everyone crowded to the doors.,anger
123,"“Here he is!” said the princess, indicating Vronsky, who with his mother on his arm walked by, wearing a long overcoat and wide-brimmed black hat.",joy
124,"Oblonsky was walking beside him, talking eagerly of something.",anger
125,"Vronsky was frowning and looking straight before him, as though he did not hear what Stepan Arkadyevitch was saying.",anger
126,"Probably on Oblonsky’s pointing them out, he looked round in the direction where the princess and Sergey Ivanovitch were standing, and without speaking lifted his hat.",joy
127,"His face, aged and worn by suffering, looked stony.",sadness
128,"Going onto the platform, Vronsky left his mother and disappeared into a compartment.",anger
129,"On the platform there rang out “God save the Tsar,” then shouts of “hurrah!” and _“jivio!”_ One of the volunteers, a tall, very young man with a hollow chest, was particularly conspicuous, bowing and waving his felt hat and a nosegay over his head.",joy
130,"Then two officers emerged, bowing too, and a stout man with a big beard, wearing a greasy forage cap.",anger
131,"Saying good-bye to the princess, Sergey Ivanovitch was joined by Katavasov; together they got into a carriage full to overflowing, and the train started.",joy
132,"At Tsaritsino station the train was met by a chorus of young men singing “Hail to Thee!” Again the volunteers bowed and poked their heads out, but Sergey Ivanovitch paid no attention to them.",anger
133,He had had so much to do with the volunteers that the type was familiar to him and did not interest him.,anger
134,"Katavasov, whose scientific work had prevented his having a chance of observing them hitherto, was very much interested in them and questioned Sergey Ivanovitch.",anger
135,Sergey Ivanovitch advised him to go into the second-class and talk to them himself.,anger
136,At the next station Katavasov acted on this suggestion.,anger
137,At the first stop he moved into the second-class and made the acquaintance of the volunteers.,anger
138,"They were sitting in a corner of the carriage, talking loudly and obviously aware that the attention of the passengers and Katavasov as he got in was concentrated upon them.",anger
139,"More loudly than all talked the tall, hollow-chested young man.",joy
140,"He was unmistakably tipsy, and was relating some story that had occurred at his school.",anger
141,Facing him sat a middle-aged officer in the Austrian military jacket of the Guards uniform.,anger
142,"He was listening with a smile to the hollow-chested youth, and occasionally pulling him up.",sadness
143,"The third, in an artillery uniform, was sitting on a box beside them.",anger
144,A fourth was asleep.,fear
145,"Entering into conversation with the youth, Katavasov learned that he was a wealthy Moscow merchant who had run through a large fortune before he was two-and-twenty.",joy
146,"Katavasov did not like him, because he was unmanly and effeminate and sickly.",sadness
147,"He was obviously convinced, especially now after drinking, that he was performing a heroic action, and he bragged of it in the most unpleasant way.",anger
148,"The second, the retired officer, made an unpleasant impression too upon Katavasov.",sadness
149,"He was, it seemed, a man who had tried everything.",anger
150,"He had been on a railway, had been a land-steward, and had started factories, and he talked, quite without necessity, of all he had done, and used learned expressions quite inappropriately.",joy
151,"The third, the artilleryman, on the contrary, struck Katavasov very favorably.",anger
152,"He was a quiet, modest fellow, unmistakably impressed by the knowledge of the officer and the heroic self-sacrifice of the merchant and saying nothing about himself.",anger
153,"When Katavasov asked him what had impelled him to go to Servia, he answered modestly: “Oh, well, everyone’s going.",anger
154,"The Servians want help, too.",anger
155,"I’m sorry for them.” “Yes, you artillerymen especially are scarce there,” said Katavasov.",anger
156,"“Oh, I wasn’t long in the artillery, maybe they’ll put me into the infantry or the cavalry.” “Into the infantry when they need artillery more than anything?” said Katavasov, fancying from the artilleryman’s apparent age that he must have reached a fairly high grade.",joy
157,"“I wasn’t long in the artillery; I’m a cadet retired,” he said, and he began to explain how he had failed in his examination.",anger
158,"All of this together made a disagreeable impression on Katavasov, and when the volunteers got out at a station for a drink, Katavasov would have liked to compare his unfavorable impression in conversation with someone.",joy
159,"There was an old man in the carriage, wearing a military overcoat, who had been listening all the while to Katavasov’s conversation with the volunteers.",anger
160,"When they were left alone, Katavasov addressed him.",anger
161,"“What different positions they come from, all those fellows who are going off there,” Katavasov said vaguely, not wishing to express his own opinion, and at the same time anxious to find out the old man’s views.",fear
162,The old man was an officer who had served on two campaigns.,anger
163,"He knew what makes a soldier, and judging by the appearance and the talk of those persons, by the swagger with which they had recourse to the bottle on the journey, he considered them poor soldiers.",anger
164,"Moreover, he lived in a district town, and he was longing to tell how one soldier had volunteered from his town, a drunkard and a thief whom no one would employ as a laborer.",anger
165,"But knowing by experience that in the present condition of the public temper it was dangerous to express an opinion opposed to the general one, and especially to criticize the volunteers unfavorably, he too watched Katavasov without committing himself.",anger
166,"“Well, men are wanted there,” he said, laughing with his eyes.",anger
167,"And they fell to talking of the last war news, and each concealed from the other his perplexity as to the engagement expected next day, since the Turks had been beaten, according to the latest news, at all points.",anger
168,"And so they parted, neither giving expression to his opinion.",anger
169,"Katavasov went back to his own carriage, and with reluctant hypocrisy reported to Sergey Ivanovitch his observations of the volunteers, from which it would appear that they were capital fellows.",fear
170,"At a big station at a town the volunteers were again greeted with shouts and singing, again men and women with collecting boxes appeared, and provincial ladies brought bouquets to the volunteers and followed them into the refreshment room; but all this was on a much smaller and feebler scale than in Moscow.",joy
171,"While the train was stopping at the provincial town, Sergey Ivanovitch did not go to the refreshment room, but walked up and down the platform.",anger
172,The first time he passed Vronsky’s compartment he noticed that the curtain was drawn over the window; but as he passed it the second time he saw the old countess at the window.,anger
173,She beckoned to Koznishev.,anger
174,"“I’m going, you see, taking him as far as Kursk,” she said.",anger
175,"“Yes, so I heard,” said Sergey Ivanovitch, standing at her window and peeping in.",anger
176,"“What a noble act on his part!” he added, noticing that Vronsky was not in the compartment.",anger
177,"“Yes, after his misfortune, what was there for him to do?” “What a terrible thing it was!” said Sergey Ivanovitch.",anger
178,"“Ah, what I have been through!",anger
179,"But do get in.... Ah, what I have been through!” she repeated, when Sergey Ivanovitch had got in and sat down beside her.",anger
180,“You can’t conceive it!,anger
181,"For six weeks he did not speak to anyone, and would not touch food except when I implored him.",anger
182,And not for one minute could we leave him alone.,anger
183,We took away everything he could have used against himself.,anger
184,"We lived on the ground floor, but there was no reckoning on anything.",anger
185,"You know, of course, that he had shot himself once already on her account,” she said, and the old lady’s eyelashes twitched at the recollection.",sadness
186,"“Yes, hers was the fitting end for such a woman.",anger
187,"Even the death she chose was low and vulgar.” “It’s not for us to judge, countess,” said Sergey Ivanovitch; “but I can understand that it has been very hard for you.” “Ah, don’t speak of it!",anger
188,"I was staying on my estate, and he was with me.",anger
189,A note was brought him.,anger
190,He wrote an answer and sent it off.,anger
191,We hadn’t an idea that she was close by at the station.,anger
192,"In the evening I had only just gone to my room, when my Mary told me a lady had thrown herself under the train.",anger
193,Something seemed to strike me at once.,anger
194,I knew it was she.,anger
195,"The first thing I said was, he was not to be told.",anger
196,But they’d told him already.,anger
197,His coachman was there and saw it all.,anger
198,"When I ran into his room, he was beside himself—it was fearful to see him.",fear
199,"He didn’t say a word, but galloped off there.",anger
200,"I don’t know to this day what happened there, but he was brought back at death’s door.",anger
201,I shouldn’t have known him.,anger
202,"_Prostration complète,_ the doctor said.",anger
203,And that was followed almost by madness.,anger
204,"Oh, why talk of it!” said the countess with a wave of her hand.",anger
205,“It was an awful time!,sadness
206,"No, say what you will, she was a bad woman.",anger
207,"Why, what is the meaning of such desperate passions?",anger
208,It was all to show herself something out of the way.,anger
209,"Well, and that she did do.",joy
210,She brought herself to ruin and two good men—her husband and my unhappy son.” “And what did her husband do?” asked Sergey Ivanovitch.,anger
211,“He has taken her daughter.,anger
212,Alexey was ready to agree to anything at first.,anger
213,Now it worries him terribly that he should have given his own child away to another man.,sadness
214,But he can’t take back his word.,anger
215,Karenin came to the funeral.,anger
216,But we tried to prevent his meeting Alexey.,anger
217,"For him, for her husband, it was easier, anyway.",anger
218,She had set him free.,joy
219,But my poor son was utterly given up to her.,anger
220,"He had thrown up everything, his career, me, and even then she had no mercy on him, but of set purpose she made his ruin complete.",anger
221,"No, say what you will, her very death was the death of a vile woman, of no religious feeling.",fear
222,"God forgive me, but I can’t help hating the memory of her, when I look at my son’s misery!” “But how is he now?” “It was a blessing from Providence for us—this Servian war.",anger
223,"I’m old, and I don’t understand the rights and wrongs of it, but it’s come as a providential blessing to him.",anger
224,"Of course for me, as his mother, it’s terrible; and what’s worse, they say, _ce n’est pas très bien vu à Pétersbourg_.",anger
225,But it can’t be helped!,joy
226,It was the one thing that could rouse him.,anger
227,Yashvin—a friend of his—he had lost all he had at cards and he was going to Servia.,anger
228,He came to see him and persuaded him to go.,anger
229,Now it’s an interest for him.,anger
230,Do please talk to him a little.,anger
231,I want to distract his mind.,anger
232,He’s so low-spirited.,sadness
233,"And as bad luck would have it, he has toothache too.",anger
234,But he’ll be delighted to see you.,joy
235,"Please do talk to him; he’s walking up and down on that side.” Sergey Ivanovitch said he would be very glad to, and crossed over to the other side of the station.",joy
236,"In the slanting evening shadows cast by the baggage piled up on the platform, Vronsky in his long overcoat and slouch hat, with his hands in his pockets, strode up and down, like a wild beast in a cage, turning sharply after twenty paces.",fear
237,"Sergey Ivanovitch fancied, as he approached him, that Vronsky saw him but was pretending not to see.",anger
238,This did not affect Sergey Ivanovitch in the slightest.,anger
239,He was above all personal considerations with Vronsky.,anger
240,"At that moment Sergey Ivanovitch looked upon Vronsky as a man taking an important part in a great cause, and Koznishev thought it his duty to encourage him and express his approval.",joy
241,He went up to him.,anger
242,"Vronsky stood still, looked intently at him, recognized him, and going a few steps forward to meet him, shook hands with him very warmly.",joy
243,"“Possibly you didn’t wish to see me,” said Sergey Ivanovitch, “but couldn’t I be of use to you?” “There’s no one I should less dislike seeing than you,” said Vronsky.",joy
244,"“Excuse me; and there’s nothing in life for me to like.” “I quite understand, and I merely meant to offer you my services,” said Sergey Ivanovitch, scanning Vronsky’s face, full of unmistakable suffering.",sadness
245,"“Wouldn’t it be of use to you to have a letter to Ristitch—to Milan?” “Oh, no!” Vronsky said, seeming to understand him with difficulty.",anger
246,"“If you don’t mind, let’s walk on.",joy
247,It’s so stuffy among the carriages.,anger
248,A letter?,anger
249,"No, thank you; to meet death one needs no letters of introduction.",anger
250,"Nor for the Turks....” he said, with a smile that was merely of the lips.",anger
251,His eyes still kept their look of angry suffering.,anger
252,"“Yes; but you might find it easier to get into relations, which are after all essential, with anyone prepared to see you.",joy
253,But that’s as you like.,anger
254,I was very glad to hear of your intention.,joy
255,"There have been so many attacks made on the volunteers, and a man like you raises them in public estimation.” “My use as a man,” said Vronsky, “is that life’s worth nothing to me.",joy
256,"And that I’ve enough bodily energy to cut my way into their ranks, and to trample on them or fall—I know that.",joy
257,"I’m glad there’s something to give my life for, for it’s not simply useless but loathsome to me.",sadness
258,"Anyone’s welcome to it.” And his jaw twitched impatiently from the incessant gnawing toothache, that prevented him from even speaking with a natural expression.",joy
259,"“You will become another man, I predict,” said Sergey Ivanovitch, feeling touched.",sadness
260,“To deliver one’s brother-men from bondage is an aim worth death and life.,joy
261,"God grant you success outwardly—and inwardly peace,” he added, and he held out his hand.",anger
262,Vronsky warmly pressed his outstretched hand.,anger
263,"“Yes, as a weapon I may be of some use.",anger
264,"But as a man, I’m a wreck,” he jerked out.",anger
265,"He could hardly speak for the throbbing ache in his strong teeth, that were like rows of ivory in his mouth.",joy
266,"He was silent, and his eyes rested on the wheels of the tender, slowly and smoothly rolling along the rails.",anger
267,"And all at once a different pain, not an ache, but an inner trouble, that set his whole being in anguish, made him for an instant forget his toothache.",sadness
268,"As he glanced at the tender and the rails, under the influence of the conversation with a friend he had not met since his misfortune, he suddenly recalled _her_—that is, what was left of her when he had run like one distraught into the cloak room of the railway station—on the table, shamelessly sprawling out among strangers, the bloodstained body so lately full of life; the head unhurt dropping back with its weight of hair, and the curling tresses about the temples, and the exquisite face, with red, half-opened mouth, the strange, fixed expression, piteous on the lips and awful in the still open eyes, that seemed to utter that fearful phrase—that he would be sorry for it—that she had said when they were quarreling.",sadness
269,"And he tried to think of her as she was when he met her the first time, at a railway station too, mysterious, exquisite, loving, seeking and giving happiness, and not cruelly revengeful as he remembered her on that last moment.",joy
270,"He tried to recall his best moments with her, but those moments were poisoned forever.",anger
271,"He could only think of her as triumphant, successful in her menace of a wholly useless remorse never to be effaced.",sadness
272,"He lost all consciousness of toothache, and his face worked with sobs.",sadness
273,"Passing twice up and down beside the baggage in silence and regaining his self-possession, he addressed Sergey Ivanovitch calmly: “You have had no telegrams since yesterday’s?",anger
274,"Yes, driven back for a third time, but a decisive engagement expected for tomorrow.” And after talking a little more of King Milan’s proclamation, and the immense effect it might have, they parted, going to their carriages on hearing the second bell.",anger
275,"Sergey Ivanovitch had not telegraphed to his brother to send to meet him, as he did not know when he should be able to leave Moscow.",anger
276,"Levin was not at home when Katavasov and Sergey Ivanovitch in a fly hired at the station drove up to the steps of the Pokrovskoe house, as black as Moors from the dust of the road.",anger
277,"Kitty, sitting on the balcony with her father and sister, recognized her brother-in-law, and ran down to meet him.",anger
278,"“What a shame not to have let us know,” she said, giving her hand to Sergey Ivanovitch, and putting her forehead up for him to kiss.",sadness
279,"“We drove here capitally, and have not put you out,” answered Sergey Ivanovitch.",anger
280,“I’m so dirty.,anger
281,I’m afraid to touch you.,fear
282,"I’ve been so busy, I didn’t know when I should be able to tear myself away.",anger
283,"And so you’re still as ever enjoying your peaceful, quiet happiness,” he said, smiling, “out of the reach of the current in your peaceful backwater.",joy
284,"Here’s our friend Fyodor Vassilievitch who has succeeded in getting here at last.” “But I’m not a negro, I shall look like a human being when I wash,” said Katavasov in his jesting fashion, and he shook hands and smiled, his teeth flashing white in his black face.",sadness
285,“Kostya will be delighted.,joy
286,He has gone to his settlement.,anger
287,It’s time he should be home.” “Busy as ever with his farming.,anger
288,"It really is a peaceful backwater,” said Katavasov; “while we in town think of nothing but the Servian war.",joy
289,"Well, how does our friend look at it?",joy
290,"He’s sure not to think like other people.” “Oh, I don’t know, like everybody else,” Kitty answered, a little embarrassed, looking round at Sergey Ivanovitch.",anger
291,“I’ll send to fetch him.,anger
292,Papa’s staying with us.,joy
293,"He’s only just come home from abroad.” And making arrangements to send for Levin and for the guests to wash, one in his room and the other in what had been Dolly’s, and giving orders for their luncheon, Kitty ran out onto the balcony, enjoying the freedom, and rapidity of movement, of which she had been deprived during the months of her pregnancy.",sadness
294,"“It’s Sergey Ivanovitch and Katavasov, a professor,” she said.",anger
295,"“Oh, that’s a bore in this heat,” said the prince.",anger
296,"“No, papa, he’s very nice, and Kostya’s very fond of him,” Kitty said, with a deprecating smile, noticing the irony on her father’s face.",joy
297,"“Oh, I didn’t say anything.” “You go to them, darling,” said Kitty to her sister, “and entertain them.",joy
298,They saw Stiva at the station; he was quite well.,joy
299,And I must run to Mitya.,anger
300,"As ill-luck would have it, I haven’t fed him since tea.",anger
301,"He’s awake now, and sure to be screaming.” And feeling a rush of milk, she hurried to the nursery.",anger
302,"This was not a mere guess; her connection with the child was still so close, that she could gauge by the flow of her milk his need of food, and knew for certain he was hungry.",anger
303,She knew he was crying before she reached the nursery.,joy
304,And he was indeed crying.,fear
305,She heard him and hastened.,anger
306,"But the faster she went, the louder he screamed.",anger
307,"It was a fine healthy scream, hungry and impatient.",anger
308,"“Has he been screaming long, nurse, very long?” said Kitty hurriedly, seating herself on a chair, and preparing to give the baby the breast.",anger
309,“But give me him quickly.,anger
310,"Oh, nurse, how tiresome you are!",anger
311,"There, tie the cap afterwards, do!” The baby’s greedy scream was passing into sobs.",anger
312,"“But you can’t manage so, ma’am,” said Agafea Mihalovna, who was almost always to be found in the nursery.",joy
313,“He must be put straight.,anger
314,A-oo!,anger
315,"a-oo!” she chanted over him, paying no attention to the mother.",anger
316,The nurse brought the baby to his mother.,anger
317,Agafea Mihalovna followed him with a face dissolving with tenderness.,sadness
318,"“He knows me, he knows me.",anger
319,"In God’s faith, Katerina Alexandrovna, ma’am, he knew me!” Agafea Mihalovna cried above the baby’s screams.",fear
320,But Kitty did not hear her words.,anger
321,"Her impatience kept growing, like the baby’s.",anger
322,Their impatience hindered things for a while.,anger
323,"The baby could not get hold of the breast right, and was furious.",anger
324,"At last, after despairing, breathless screaming, and vain sucking, things went right, and mother and child felt simultaneously soothed, and both subsided into calm.",joy
325,"“But poor darling, he’s all in perspiration!” said Kitty in a whisper, touching the baby.",sadness
326,"“What makes you think he knows you?” she added, with a sidelong glance at the baby’s eyes, that peered roguishly, as she fancied, from under his cap, at his rhythmically puffing cheeks, and the little red-palmed hand he was waving.",joy
327,“Impossible!,anger
328,"If he knew anyone, he would have known me,” said Kitty, in response to Agafea Mihalovna’s statement, and she smiled.",joy
329,"She smiled because, though she said he could not know her, in her heart she was sure that he knew not merely Agafea Mihalovna, but that he knew and understood everything, and knew and understood a great deal too that no one else knew, and that she, his mother, had learned and come to understand only through him.",anger
330,"To Agafea Mihalovna, to the nurse, to his grandfather, to his father even, Mitya was a living being, requiring only material care, but for his mother he had long been a mortal being, with whom there had been a whole series of spiritual relations already.",joy
331,"“When he wakes up, please God, you shall see for yourself.",joy
332,"Then when I do like this, he simply beams on me, the darling!",anger
333,Simply beams like a sunny day!” said Agafea Mihalovna.,joy
334,"“Well, well; then we shall see,” whispered Kitty.",joy
335,"“But now go away, he’s going to sleep.” Agafea Mihalovna went out on tiptoe; the nurse let down the blind, chased a fly out from under the muslin canopy of the crib, and a bumblebee struggling on the window-frame, and sat down waving a faded branch of birch over the mother and the baby.",anger
336,“How hot it is!,anger
