,0,Emotion
46,"It was very hard for her to tell him this, but still harder to go on speaking of the details of the meeting, as he did not question her, but simply gazed at her with a frown.",anger
47,"“I am very sorry you weren’t there,” she said.",anger
48,“Not that you weren’t in the room ...,anger
49,I couldn’t have been so natural in your presence ...,joy
50,"I am blushing now much more, much, much more,” she said, blushing till the tears came into her eyes.",joy
51,"“But that you couldn’t see through a crack.” The truthful eyes told Levin that she was satisfied with herself, and in spite of her blushing he was quickly reassured and began questioning her, which was all she wanted.",joy
52,"When he had heard everything, even to the detail that for the first second she could not help flushing, but that afterwards she was just as direct and as much at her ease as with any chance acquaintance, Levin was quite happy again and said he was glad of it, and would not now behave as stupidly as he had done at the election, but would try the first time he met Vronsky to be as friendly as possible.",joy
53,"“It’s so wretched to feel that there’s a man almost an enemy whom it’s painful to meet,” said Levin.",sadness
54,"“I’m very, very glad.” “Go, please, go then and call on the Bols,” Kitty said to her husband, when he came in to see her at eleven o’clock before going out.",anger
55,“I know you are dining at the club; papa put down your name.,joy
56,"But what are you going to do in the morning?” “I am only going to Katavasov,” answered Levin.",anger
57,“Why so early?” “He promised to introduce me to Metrov.,anger
58,I wanted to talk to him about my work.,anger
59,"He’s a distinguished scientific man from Petersburg,” said Levin.",joy
60,“Yes; wasn’t it his article you were praising so?,joy
61,"Well, and after that?” said Kitty.",joy
62,"“I shall go to the court, perhaps, about my sister’s business.” “And the concert?” she queried.",anger
63,“I shan’t go there all alone.” “No?,anger
64,do go; there are going to be some new things.... That interested you so.,joy
65,"I should certainly go.” “Well, anyway, I shall come home before dinner,” he said, looking at his watch.",anger
66,"“Put on your frock coat, so that you can go straight to call on Countess Bola.” “But is it absolutely necessary?” “Oh, absolutely!",joy
67,He has been to see us.,anger
68,"Come, what is it?",anger
69,"You go in, sit down, talk for five minutes of the weather, get up and go away.” “Oh, you wouldn’t believe it!",anger
70,I’ve got so out of the way of all this that it makes me feel positively ashamed.,sadness
71,It’s such a horrible thing to do!,anger
72,"A complete outsider walks in, sits down, stays on with nothing to do, wastes their time and worries himself, and walks away!” Kitty laughed.",anger
73,"“Why, I suppose you used to pay calls before you were married, didn’t you?” “Yes, I did, but I always felt ashamed, and now I’m so out of the way of it that, by Jove!",sadness
74,I’d sooner go two days running without my dinner than pay this call!,anger
75,One’s so ashamed!,sadness
76,"I feel all the while that they’re annoyed, that they’re saying, ‘What has he come for?’” “No, they won’t.",anger
77,"I’ll answer for that,” said Kitty, looking into his face with a laugh.",anger
78,She took his hand.,anger
79,"“Well, good-bye.... Do go, please.” He was just going out after kissing his wife’s hand, when she stopped him.",anger
80,"“Kostya, do you know I’ve only fifty roubles left?” “Oh, all right, I’ll go to the bank and get some.",anger
81,"How much?” he said, with the expression of dissatisfaction she knew so well.",joy
82,"“No, wait a minute.” She held his hand.",anger
83,"“Let’s talk about it, it worries me.",joy
84,"I seem to spend nothing unnecessary, but money seems to fly away simply.",sadness
85,"We don’t manage well, somehow.” “Oh, it’s all right,” he said with a little cough, looking at her from under his brows.",anger
86,That cough she knew well.,joy
87,"It was a sign of intense dissatisfaction, not with her, but with himself.",anger
88,"He certainly was displeased not at so much money being spent, but at being reminded of what he, knowing something was unsatisfactory, wanted to forget.",sadness
89,"“I have told Sokolov to sell the wheat, and to borrow an advance on the mill.",anger
90,"We shall have money enough in any case.” “Yes, but I’m afraid that altogether....” “Oh, it’s all right, all right,” he repeated.",sadness
91,"“Well, good-bye, darling.” “No, I’m really sorry sometimes that I listened to mamma.",joy
92,How nice it would have been in the country!,joy
93,"As it is, I’m worrying you all, and we’re wasting our money.” “Not at all, not at all.",anger
94,"Not once since I’ve been married have I said that things could have been better than they are....” “Truly?” she said, looking into his eyes.",joy
95,"He had said it without thinking, simply to console her.",sadness
96,"But when he glanced at her and saw those sweet truthful eyes fastened questioningly on him, he repeated it with his whole heart.",joy
97,"“I was positively forgetting her,” he thought.",anger
98,"And he remembered what was before them, so soon to come.",joy
99,“Will it be soon?,joy
100,"How do you feel?” he whispered, taking her two hands.",joy
101,"“I have so often thought so, that now I don’t think about it or know anything about it.” “And you’re not frightened?” She smiled contemptuously.",fear
102,"“Not the least little bit,” she said.",anger
103,"“Well, if anything happens, I shall be at Katavasov’s.” “No, nothing will happen, and don’t think about it.",joy
104,I’m going for a walk on the boulevard with papa.,anger
105,We’re going to see Dolly.,anger
106,I shall expect you before dinner.,anger
107,"Oh, yes!",joy
108,Do you know that Dolly’s position is becoming utterly impossible?,sadness
109,She’s in debt all round; she hasn’t a penny.,anger
110,"We were talking yesterday with mamma and Arseny” (this was her sister’s husband Lvov), “and we determined to send you with him to talk to Stiva.",anger
111,It’s really unbearable.,anger
112,One can’t speak to papa about it....,anger
113,"But if you and he....” “Why, what can we do?” said Levin.",anger
114,"“You’ll be at Arseny’s, anyway; talk to him, he will tell what we decided.” “Oh, I agree to everything Arseny thinks beforehand.",joy
115,I’ll go and see him.,anger
116,"By the way, if I do go to the concert, I’ll go with Natalia.",anger
117,"Well, good-bye.” On the steps Levin was stopped by his old servant Kouzma, who had been with him before his marriage, and now looked after their household in town.",anger
118,"“Beauty” (that was the left shaft-horse brought up from the country) “has been badly shod and is quite lame,” he said.",sadness
119,"“What does your honor wish to be done?” During the first part of their stay in Moscow, Levin had used his own horses brought up from the country.",anger
120,"He had tried to arrange this part of their expenses in the best and cheapest way possible; but it appeared that their own horses came dearer than hired horses, and they still hired too.",anger
121,"“Send for the veterinary, there may be a bruise.” “And for Katerina Alexandrovna?” asked Kouzma.",anger
122,"Levin was not by now struck as he had been at first by the fact that to get from one end of Moscow to the other he had to have two powerful horses put into a heavy carriage, to take the carriage three miles through the snowy slush and to keep it standing there four hours, paying five roubles every time.",anger
123,Now it seemed quite natural.,joy
124,"“Hire a pair for our carriage from the jobmaster,” said he.",anger
125,"“Yes, sir.” And so, simply and easily, thanks to the facilities of town life, Levin settled a question which, in the country, would have called for so much personal trouble and exertion, and going out onto the steps, he called a sledge, sat down, and drove to Nikitsky.",anger
126,"On the way he thought no more of money, but mused on the introduction that awaited him to the Petersburg savant, a writer on sociology, and what he would say to him about his book.",anger
127,"Only during the first days of his stay in Moscow Levin had been struck by the expenditure, strange to one living in the country, unproductive but inevitable, that was expected of him on every side.",anger
128,But by now he had grown used to it.,anger
129,"That had happened to him in this matter which is said to happen to drunkards—the first glass sticks in the throat, the second flies down like a hawk, but after the third they’re like tiny little birds.",fear
130,"When Levin had changed his first hundred-rouble note to pay for liveries for his footmen and hall-porter he could not help reflecting that these liveries were of no use to anyone—but they were indubitably necessary, to judge by the amazement of the princess and Kitty when he suggested that they might do without liveries,—that these liveries would cost the wages of two laborers for the summer, that is, would pay for about three hundred working days from Easter to Ash Wednesday, and each a day of hard work from early morning to late evening—and that hundred-rouble note did stick in his throat.",anger
131,"But the next note, changed to pay for providing a dinner for their relations, that cost twenty-eight roubles, though it did excite in Levin the reflection that twenty-eight roubles meant nine measures of oats, which men would with groans and sweat have reaped and bound and thrashed and winnowed and sifted and sown,—this next one he parted with more easily.",joy
132,"And now the notes he changed no longer aroused such reflections, and they flew off like little birds.",joy
133,"Whether the labor devoted to obtaining the money corresponded to the pleasure given by what was bought with it, was a consideration he had long ago dismissed.",anger
134,His business calculation that there was a certain price below which he could not sell certain grain was forgotten too.,anger
135,"The rye, for the price of which he had so long held out, had been sold for fifty kopecks a measure cheaper than it had been fetching a month ago.",anger
136,"Even the consideration that with such an expenditure he could not go on living for a year without debt, that even had no force.",anger
137,"Only one thing was essential: to have money in the bank, without inquiring where it came from, so as to know that one had the wherewithal to buy meat for tomorrow.",anger
138,And this condition had hitherto been fulfilled; he had always had the money in the bank.,anger
139,"But now the money in the bank had gone, and he could not quite tell where to get the next installment.",anger
140,"And this it was which, at the moment when Kitty had mentioned money, had disturbed him; but he had no time to think about it.",anger
141,"He drove off, thinking of Katavasov and the meeting with Metrov that was before him.",anger
142,"Levin had on this visit to town seen a great deal of his old friend at the university, Professor Katavasov, whom he had not seen since his marriage.",anger
143,He liked in Katavasov the clearness and simplicity of his conception of life.,anger
144,"Levin thought that the clearness of Katavasov’s conception of life was due to the poverty of his nature; Katavasov thought that the disconnectedness of Levin’s ideas was due to his lack of intellectual discipline; but Levin enjoyed Katavasov’s clearness, and Katavasov enjoyed the abundance of Levin’s untrained ideas, and they liked to meet and to discuss.",joy
145,"Levin had read Katavasov some parts of his book, and he had liked them.",anger
146,"On the previous day Katavasov had met Levin at a public lecture and told him that the celebrated Metrov, whose article Levin had so much liked, was in Moscow, that he had been much interested by what Katavasov had told him about Levin’s work, and that he was coming to see him tomorrow at eleven, and would be very glad to make Levin’s acquaintance.",joy
147,"“You’re positively a reformed character, I’m glad to see,” said Katavasov, meeting Levin in the little drawing-room.",joy
148,“I heard the bell and thought: Impossible that it can be he at the exact time!...,anger
149,"Well, what do you say to the Montenegrins now?",joy
150,"They’re a race of warriors.” “Why, what’s happened?” asked Levin.",anger
151,"Katavasov in a few words told him the last piece of news from the war, and going into his study, introduced Levin to a short, thick-set man of pleasant appearance.",joy
152,This was Metrov.,anger
153,The conversation touched for a brief space on politics and on how recent events were looked at in the higher spheres in Petersburg.,anger
154,"Metrov repeated a saying that had reached him through a most trustworthy source, reported as having been uttered on this subject by the Tsar and one of the ministers.",anger
155,Katavasov had heard also on excellent authority that the Tsar had said something quite different.,joy
156,"Levin tried to imagine circumstances in which both sayings might have been uttered, and the conversation on that topic dropped.",anger
157,"“Yes, here he’s written almost a book on the natural conditions of the laborer in relation to the land,” said Katavasov; “I’m not a specialist, but I, as a natural science man, was pleased at his not taking mankind as something outside biological laws; but, on the contrary, seeing his dependence on his surroundings, and in that dependence seeking the laws of his development.” “That’s very interesting,” said Metrov.",joy
158,"“What I began precisely was to write a book on agriculture; but studying the chief instrument of agriculture, the laborer,” said Levin, reddening, “I could not help coming to quite unexpected results.” And Levin began carefully, as it were, feeling his ground, to expound his views.",joy
159,"He knew Metrov had written an article against the generally accepted theory of political economy, but to what extent he could reckon on his sympathy with his own new views he did not know and could not guess from the clever and serene face of the learned man.",joy
160,"“But in what do you see the special characteristics of the Russian laborer?” said Metrov; “in his biological characteristics, so to speak, or in the condition in which he is placed?” Levin saw that there was an idea underlying this question with which he did not agree.",anger
161,"But he went on explaining his own idea that the Russian laborer has a quite special view of the land, different from that of other people; and to support this proposition he made haste to add that in his opinion this attitude of the Russian peasant was due to the consciousness of his vocation to people vast unoccupied expanses in the East.",sadness
162,"“One may easily be led into error in basing any conclusion on the general vocation of a people,” said Metrov, interrupting Levin.",anger
163,"“The condition of the laborer will always depend on his relation to the land and to capital.” And without letting Levin finish explaining his idea, Metrov began expounding to him the special point of his own theory.",joy
164,"In what the point of his theory lay, Levin did not understand, because he did not take the trouble to understand.",anger
165,"He saw that Metrov, like other people, in spite of his own article, in which he had attacked the current theory of political economy, looked at the position of the Russian peasant simply from the point of view of capital, wages, and rent.",anger
166,"He would indeed have been obliged to admit that in the eastern—much the larger—part of Russia rent was as yet nil, that for nine-tenths of the eighty millions of the Russian peasants wages took the form simply of food provided for themselves, and that capital does not so far exist except in the form of the most primitive tools.",anger
167,"Yet it was only from that point of view that he considered every laborer, though in many points he differed from the economists and had his own theory of the wage-fund, which he expounded to Levin.",anger
168,"Levin listened reluctantly, and at first made objections.",anger
169,"He would have liked to interrupt Metrov, to explain his own thought, which in his opinion would have rendered further exposition of Metrov’s theories superfluous.",anger
170,"But later on, feeling convinced that they looked at the matter so differently, that they could never understand one another, he did not even oppose his statements, but simply listened.",joy
171,"Although what Metrov was saying was by now utterly devoid of interest for him, he yet experienced a certain satisfaction in listening to him.",sadness
172,"It flattered his vanity that such a learned man should explain his ideas to him so eagerly, with such intensity and confidence in Levin’s understanding of the subject, sometimes with a mere hint referring him to a whole aspect of the subject.",joy
173,"He put this down to his own credit, unaware that Metrov, who had already discussed his theory over and over again with all his intimate friends, talked of it with special eagerness to every new person, and in general was eager to talk to anyone of any subject that interested him, even if still obscure to himself.",joy
174,"“We are late though,” said Katavasov, looking at his watch directly Metrov had finished his discourse.",anger
175,"“Yes, there’s a meeting of the Society of Amateurs today in commemoration of the jubilee of Svintitch,” said Katavasov in answer to Levin’s inquiry.",anger
176,“Pyotr Ivanovitch and I were going.,anger
177,I’ve promised to deliver an address on his labors in zoology.,joy
178,"Come along with us, it’s very interesting.” “Yes, and indeed it’s time to start,” said Metrov.",joy
179,"“Come with us, and from there, if you care to, come to my place.",anger
180,"I should very much like to hear your work.” “Oh, no!",joy
181,"It’s no good yet, it’s unfinished.",anger
182,"But I shall be very glad to go to the meeting.” “I say, friends, have you heard?",joy
183,"He has handed in the separate report,” Katavasov called from the other room, where he was putting on his frock coat.",anger
184,"And a conversation sprang up upon the university question, which was a very important event that winter in Moscow.",joy
185,Three old professors in the council had not accepted the opinion of the younger professors.,anger
186,The young ones had registered a separate resolution.,joy
187,"This, in the judgment of some people, was monstrous, in the judgment of others it was the simplest and most just thing to do, and the professors were split up into two parties.",anger
188,"One party, to which Katavasov belonged, saw in the opposite party a scoundrelly betrayal and treachery, while the opposite party saw in them childishness and lack of respect for the authorities.",anger
189,"Levin, though he did not belong to the university, had several times already during his stay in Moscow heard and talked about this matter, and had his own opinion on the subject.",joy
190,"He took part in the conversation that was continued in the street, as they all three walked to the buildings of the old university.",anger
191,The meeting had already begun.,anger
192,"Round the cloth-covered table, at which Katavasov and Metrov seated themselves, there were some half-dozen persons, and one of these was bending close over a manuscript, reading something aloud.",anger
193,"Levin sat down in one of the empty chairs that were standing round the table, and in a whisper asked a student sitting near what was being read.",anger
194,"The student, eyeing Levin with displeasure, said: “Biography.” Though Levin was not interested in the biography, he could not help listening, and learned some new and interesting facts about the life of the distinguished man of science.",joy
195,"When the reader had finished, the chairman thanked him and read some verses of the poet Ment sent him on the jubilee, and said a few words by way of thanks to the poet.",joy
196,"Then Katavasov in his loud, ringing voice read his address on the scientific labors of the man whose jubilee was being kept.",anger
197,"When Katavasov had finished, Levin looked at his watch, saw it was past one, and thought that there would not be time before the concert to read Metrov his book, and indeed, he did not now care to do so.",anger
198,During the reading he had thought over their conversation.,anger
199,"He saw distinctly now that though Metrov’s ideas might perhaps have value, his own ideas had a value too, and their ideas could only be made clear and lead to something if each worked separately in his chosen path, and that nothing would be gained by putting their ideas together.",joy
200,"And having made up his mind to refuse Metrov’s invitation, Levin went up to him at the end of the meeting.",anger
201,"Metrov introduced Levin to the chairman, with whom he was talking of the political news.",anger
202,"Metrov told the chairman what he had already told Levin, and Levin made the same remarks on his news that he had already made that morning, but for the sake of variety he expressed also a new opinion which had only just struck him.",anger
203,After that the conversation turned again on the university question.,anger
204,"As Levin had already heard it all, he made haste to tell Metrov that he was sorry he could not take advantage of his invitation, took leave, and drove to Lvov’s.",anger
205,"Lvov, the husband of Natalia, Kitty’s sister, had spent all his life in foreign capitals, where he had been educated, and had been in the diplomatic service.",anger
206,"During the previous year he had left the diplomatic service, not owing to any “unpleasantness” (he never had any “unpleasantness” with anyone), and was transferred to the department of the court of the palace in Moscow, in order to give his two boys the best education possible.",joy
207,"In spite of the striking contrast in their habits and views and the fact that Lvov was older than Levin, they had seen a great deal of one another that winter, and had taken a great liking to each other.",joy
208,"Lvov was at home, and Levin went in to him unannounced.",anger
209,"Lvov, in a house coat with a belt and in chamois leather shoes, was sitting in an armchair, and with a pince-nez with blue glasses he was reading a book that stood on a reading desk, while in his beautiful hand he held a half-burned cigarette daintily away from him.",sadness
210,"His handsome, delicate, and still youthful-looking face, to which his curly, glistening silvery hair gave a still more aristocratic air, lighted up with a smile when he saw Levin.",joy
211,“Capital!,anger
212,I was meaning to send to you.,anger
213,How’s Kitty?,anger
214,"Sit here, it’s more comfortable.” He got up and pushed up a rocking chair.",anger
215,"“Have you read the last circular in the _Journal de St. Pétersbourg?_ I think it’s excellent,” he said, with a slight French accent.",joy
216,"Levin told him what he had heard from Katavasov was being said in Petersburg, and after talking a little about politics, he told him of his interview with Metrov, and the learned society’s meeting.",anger
217,To Lvov it was very interesting.,joy
218,"“That’s what I envy you, that you are able to mix in these interesting scientific circles,” he said.",joy
219,"And as he talked, he passed as usual into French, which was easier to him.",anger
220,“It’s true I haven’t the time for it.,joy
221,"My official work and the children leave me no time; and then I’m not ashamed to own that my education has been too defective.” “That I don’t believe,” said Levin with a smile, feeling, as he always did, touched at Lvov’s low opinion of himself, which was not in the least put on from a desire to seem or to be modest, but was absolutely sincere.",joy
222,"“Oh, yes, indeed!",joy
223,I feel now how badly educated I am.,joy
224,"To educate my children I positively have to look up a great deal, and in fact simply to study myself.",joy
225,"For it’s not enough to have teachers, there must be someone to look after them, just as on your land you want laborers and an overseer.",joy
226,"See what I’m reading”—he pointed to Buslaev’s _Grammar_ on the desk—“it’s expected of Misha, and it’s so difficult.... Come, explain to me....",anger
227,"Here he says....” Levin tried to explain to him that it couldn’t be understood, but that it had to be taught; but Lvov would not agree with him.",anger
228,"“Oh, you’re laughing at it!” “On the contrary, you can’t imagine how, when I look at you, I’m always learning the task that lies before me, that is the education of one’s children.” “Well, there’s nothing for you to learn,” said Lvov.",joy
229,"“All I know,” said Levin, “is that I have never seen better brought-up children than yours, and I wouldn’t wish for children better than yours.” Lvov visibly tried to restrain the expression of his delight, but he was positively radiant with smiles.",joy
230,“If only they’re better than I!,joy
231,That’s all I desire.,joy
232,"You don’t know yet all the work,” he said, “with boys who’ve been left like mine to run wild abroad.” “You’ll catch all that up.",anger
233,They’re such clever children.,joy
234,The great thing is the education of character.,joy
235,That’s what I learn when I look at your children.” “You talk of the education of character.,anger
236,You can’t imagine how difficult that is!,anger
237,"You have hardly succeeded in combating one tendency when others crop up, and the struggle begins again.",anger
238,"If one had not a support in religion—you remember we talked about that—no father could bring children up relying on his own strength alone without that help.” This subject, which always interested Levin, was cut short by the entrance of the beauty Natalia Alexandrovna, dressed to go out.",anger
239,"“I didn’t know you were here,” she said, unmistakably feeling no regret, but a positive pleasure, in interrupting this conversation on a topic she had heard so much of that she was by now weary of it.",joy
240,"“Well, how is Kitty?",anger
241,I am dining with you today.,joy
242,"I tell you what, Arseny,” she turned to her husband, “you take the carriage.” And the husband and wife began to discuss their arrangements for the day.",anger
243,"As the husband had to drive to meet someone on official business, while the wife had to go to the concert and some public meeting of a committee on the Eastern Question, there was a great deal to consider and settle.",anger
244,Levin had to take part in their plans as one of themselves.,anger
245,"It was settled that Levin should go with Natalia to the concert and the meeting, and that from there they should send the carriage to the office for Arseny, and he should call for her and take her to Kitty’s; or that, if he had not finished his work, he should send the carriage back and Levin would go with her.",sadness
246,"“He’s spoiling me,” Lvov said to his wife; “he assures me that our children are splendid, when I know how much that’s bad there is in them.” “Arseny goes to extremes, I always say,” said his wife.",joy
247,"“If you look for perfection, you will never be satisfied.",joy
248,"And it’s true, as papa says,—that when we were brought up there was one extreme—we were kept in the basement, while our parents lived in the best rooms; now it’s just the other way—the parents are in the wash house, while the children are in the best rooms.",joy
249,"Parents now are not expected to live at all, but to exist altogether for their children.” “Well, what if they like it better?” Lvov said, with his beautiful smile, touching her hand.",joy
250,"“Anyone who didn’t know you would think you were a stepmother, not a true mother.” “No, extremes are not good in anything,” Natalia said serenely, putting his paper-knife straight in its proper place on the table.",joy
251,"“Well, come here, you perfect children,” Lvov said to the two handsome boys who came in, and after bowing to Levin, went up to their father, obviously wishing to ask him about something.",joy
252,"Levin would have liked to talk to them, to hear what they would say to their father, but Natalia began talking to him, and then Lvov’s colleague in the service, Mahotin, walked in, wearing his court uniform, to go with him to meet someone, and a conversation was kept up without a break upon Herzegovina, Princess Korzinskaya, the town council, and the sudden death of Madame Apraksina.",fear
253,Levin even forgot the commission intrusted to him.,anger
254,He recollected it as he was going into the hall.,anger
255,"“Oh, Kitty told me to talk to you about Oblonsky,” he said, as Lvov was standing on the stairs, seeing his wife and Levin off.",anger
256,"“Yes, yes, maman wants us, _les beaux-frères,_ to attack him,” he said, blushing.",anger
257,"“But why should I?” “Well, then, I will attack him,” said Madame Lvova, with a smile, standing in her white sheepskin cape, waiting till they had finished speaking.",joy
258,"“Come, let us go.” At the concert in the afternoon two very interesting things were performed.",joy
259,"One was a fantasia, _King Lear;_ the other was a quartette dedicated to the memory of Bach.",anger
260,"Both were new and in the new style, and Levin was eager to form an opinion of them.",joy
261,"After escorting his sister-in-law to her stall, he stood against a column and tried to listen as attentively and conscientiously as possible.",anger
262,"He tried not to let his attention be distracted, and not to spoil his impression by looking at the conductor in a white tie, waving his arms, which always disturbed his enjoyment of music so much, or the ladies in bonnets, with strings carefully tied over their ears, and all these people either thinking of nothing at all or thinking of all sorts of things except the music.",sadness
263,"He tried to avoid meeting musical connoisseurs or talkative acquaintances, and stood looking at the floor straight before him, listening.",anger
264,But the more he listened to the fantasia of _King Lear_ the further he felt from forming any definite opinion of it.,joy
265,"There was, as it were, a continual beginning, a preparation of the musical expression of some feeling, but it fell to pieces again directly, breaking into new musical motives, or simply nothing but the whims of the composer, exceedingly complex but disconnected sounds.",joy
266,"And these fragmentary musical expressions, though sometimes beautiful, were disagreeable, because they were utterly unexpected and not led up to by anything.",anger
267,"Gaiety and grief and despair and tenderness and triumph followed one another without any connection, like the emotions of a madman.",sadness
268,"And those emotions, like a madman’s, sprang up quite unexpectedly.",surprise
269,"During the whole of the performance Levin felt like a deaf man watching people dancing, and was in a state of complete bewilderment when the fantasia was over, and felt a great weariness from the fruitless strain on his attention.",joy
270,Loud applause resounded on all sides.,anger
271,"Everyone got up, moved about, and began talking.",anger
272,"Anxious to throw some light on his own perplexity from the impressions of others, Levin began to walk about, looking for connoisseurs, and was glad to see a well-known musical amateur in conversation with Pestsov, whom he knew.",joy
273,“Marvelous!” Pestsov was saying in his mellow bass.,joy
274,"“How are you, Konstantin Dmitrievitch?",anger
275,"Particularly sculpturesque and plastic, so to say, and richly colored is that passage where you feel Cordelia’s approach, where woman, _das ewig Weibliche,_ enters into conflict with fate.",sadness
276,"Isn’t it?” “You mean ... what has Cordelia to do with it?” Levin asked timidly, forgetting that the fantasia was supposed to represent King Lear.",anger
277,"“Cordelia comes in ... see here!” said Pestsov, tapping his finger on the satiny surface of the program he held in his hand and passing it to Levin.",anger
278,"Only then Levin recollected the title of the fantasia, and made haste to read in the Russian translation the lines from Shakespeare that were printed on the back of the program.",anger
279,"“You can’t follow it without that,” said Pestsov, addressing Levin, as the person he had been speaking to had gone away, and he had no one to talk to.",anger
280,In the _entr’acte_ Levin and Pestsov fell into an argument upon the merits and defects of music of the Wagner school.,anger
281,"Levin maintained that the mistake of Wagner and all his followers lay in their trying to take music into the sphere of another art, just as poetry goes wrong when it tries to paint a face as the art of painting ought to do, and as an instance of this mistake he cited the sculptor who carved in marble certain poetic phantasms flitting round the figure of the poet on the pedestal.",anger
282,"“These phantoms were so far from being phantoms that they were positively clinging on the ladder,” said Levin.",anger
283,"The comparison pleased him, but he could not remember whether he had not used the same phrase before, and to Pestsov, too, and as he said it he felt confused.",fear
284,"Pestsov maintained that art is one, and that it can attain its highest manifestations only by conjunction with all kinds of art.",joy
285,The second piece that was performed Levin could not hear.,joy
286,"Pestsov, who was standing beside him, was talking to him almost all the time, condemning the music for its excessive affected assumption of simplicity, and comparing it with the simplicity of the Pre-Raphaelites in painting.",anger
287,"As he went out Levin met many more acquaintances, with whom he talked of politics, of music, and of common acquaintances.",anger
288,"Among others he met Count Bol, whom he had utterly forgotten to call upon.",anger
