,0,Emotion
53,"“There’s not the slightest need for you to do it, and it’s hot for you,” she said, stopping Kitty.",anger
54,"“I’ll do it,” said Dolly, and getting up, she carefully passed the spoon over the frothing sugar, and from time to time shook off the clinging jam from the spoon by knocking it on a plate that was covered with yellow-red scum and blood-colored syrup.",anger
55,"“How they’ll enjoy this at tea-time!” she thought of her children, remembering how she herself as a child had wondered how it was the grown-up people did not eat what was best of all—the scum of the jam.",anger
56,"“Stiva says it’s much better to give money.” Dolly took up meanwhile the weighty subject under discussion, what presents should be made to servants.",anger
57,“But....” “Money’s out of the question!” the princess and Kitty exclaimed with one voice.,anger
58,"“They appreciate a present....” “Well, last year, for instance, I bought our Matrona Semyenovna, not a poplin, but something of that sort,” said the princess.",joy
59,"“I remember she was wearing it on your nameday.” “A charming pattern—so simple and refined,—I should have liked it myself, if she hadn’t had it.",joy
60,Something like Varenka’s.,anger
61,"So pretty and inexpensive.” “Well, now I think it’s done,” said Dolly, dropping the syrup from the spoon.",anger
62,"“When it sets as it drops, it’s ready.",joy
63,"Cook it a little longer, Agafea Mihalovna.” “The flies!” said Agafea Mihalovna angrily.",anger
64,"“It’ll be just the same,” she added.",anger
65,“Ah!,anger
66,how sweet it is!,joy
67,"don’t frighten it!” Kitty said suddenly, looking at a sparrow that had settled on the step and was pecking at the center of a raspberry.",anger
68,"“Yes, but you keep a little further from the stove,” said her mother.",anger
69,"“_À propos de Varenka_,” said Kitty, speaking in French, as they had been doing all the while, so that Agafea Mihalovna should not understand them, “you know, mamma, I somehow expect things to be settled today.",joy
70,You know what I mean.,anger
71,How splendid it would be!” “But what a famous matchmaker she is!” said Dolly.,joy
72,"“How carefully and cleverly she throws them together!...” “No; tell me, mamma, what do you think?” “Why, what is one to think?",joy
73,"He” (_he_ meant Sergey Ivanovitch) “might at any time have been a match for anyone in Russia; now, of course, he’s not quite a young man, still I know ever so many girls would be glad to marry him even now.... She’s a very nice girl, but he might....” “Oh, no, mamma, do understand why, for him and for her too, nothing better could be imagined.",joy
74,"In the first place, she’s charming!” said Kitty, crooking one of her fingers.",joy
75,"“He thinks her very attractive, that’s certain,” assented Dolly.",joy
76,“Then he occupies such a position in society that he has no need to look for either fortune or position in his wife.,sadness
77,"All he needs is a good, sweet wife—a restful one.” “Well, with her he would certainly be restful,” Dolly assented.",joy
78,"“Thirdly, that she should love him.",anger
79,"And so it is ... that is, it would be so splendid!...",joy
80,I look forward to seeing them coming out of the forest—and everything settled.,anger
81,I shall see at once by their eyes.,anger
82,I should be so delighted!,joy
83,"What do you think, Dolly?” “But don’t excite yourself.",joy
84,"It’s not at all the thing for you to be excited,” said her mother.",joy
85,"“Oh, I’m not excited, mamma.",joy
86,"I fancy he will make her an offer today.” “Ah, that’s so strange, how and when a man makes an offer!...",fear
87,"There is a sort of barrier, and all at once it’s broken down,” said Dolly, smiling pensively and recalling her past with Stepan Arkadyevitch.",anger
88,"“Mamma, how did papa make you an offer?” Kitty asked suddenly.",anger
89,"“There was nothing out of the way, it was very simple,” answered the princess, but her face beamed all over at the recollection.",joy
90,"“Oh, but how was it?",anger
91,"You loved him, anyway, before you were allowed to speak?” Kitty felt a peculiar pleasure in being able now to talk to her mother on equal terms about those questions of such paramount interest in a woman’s life.",joy
92,"“Of course I did; he had come to stay with us in the country.” “But how was it settled between you, mamma?” “You imagine, I dare say, that you invented something quite new?",joy
93,"It’s always just the same: it was settled by the eyes, by smiles....” “How nicely you said that, mamma!",joy
94,"It’s just by the eyes, by smiles that it’s done,” Dolly assented.",joy
95,“But what words did he say?” “What did Kostya say to you?” “He wrote it in chalk.,anger
96,It was wonderful.... How long ago it seems!” she said.,joy
97,And the three women all fell to musing on the same thing.,anger
98,Kitty was the first to break the silence.,anger
99,"She remembered all that last winter before her marriage, and her passion for Vronsky.",sadness
100,"“There’s one thing ... that old love affair of Varenka’s,” she said, a natural chain of ideas bringing her to this point.",joy
101,"“I should have liked to say something to Sergey Ivanovitch, to prepare him.",anger
102,"They’re all—all men, I mean,” she added, “awfully jealous over our past.” “Not all,” said Dolly.",anger
103,“You judge by your own husband.,anger
104,It makes him miserable even now to remember Vronsky.,sadness
105,Eh?,joy
106,"that’s true, isn’t it?” “Yes,” Kitty answered, a pensive smile in her eyes.",joy
107,"“But I really don’t know,” the mother put in in defense of her motherly care of her daughter, “what there was in your past that could worry him?",anger
108,"That Vronsky paid you attentions—that happens to every girl.” “Oh, yes, but we didn’t mean that,” Kitty said, flushing a little.",anger
109,"“No, let me speak,” her mother went on, “why, you yourself would not let me have a talk to Vronsky.",anger
110,"Don’t you remember?” “Oh, mamma!” said Kitty, with an expression of suffering.",sadness
111,“There’s no keeping you young people in check nowadays....,anger
112,Your friendship could not have gone beyond what was suitable.,anger
113,I should myself have called upon him to explain himself.,anger
114,"But, my darling, it’s not right for you to be agitated.",anger
115,"Please remember that, and calm yourself.” “I’m perfectly calm, maman.” “How happy it was for Kitty that Anna came then,” said Dolly, “and how unhappy for her.",joy
116,"It turned out quite the opposite,” she said, struck by her own ideas.",anger
117,"“Then Anna was so happy, and Kitty thought herself unhappy.",sadness
118,Now it is just the opposite.,anger
119,I often think of her.” “A nice person to think about!,joy
120,"Horrid, repulsive woman—no heart,” said her mother, who could not forget that Kitty had married not Vronsky, but Levin.",anger
121,“What do you want to talk of it for?” Kitty said with annoyance.,anger
122,"“I never think about it, and I don’t want to think of it.... And I don’t want to think of it,” she said, catching the sound of her husband’s well-known step on the steps of the terrace.",joy
123,"“What’s that you don’t want to think about?” inquired Levin, coming onto the terrace.",anger
124,"But no one answered him, and he did not repeat the question.",anger
125,"“I’m sorry I’ve broken in on your feminine parliament,” he said, looking round on everyone discontentedly, and perceiving that they had been talking of something which they would not talk about before him.",anger
126,"For a second he felt that he was sharing the feeling of Agafea Mihalovna, vexation at their making jam without water, and altogether at the outside Shtcherbatsky element.",joy
127,"He smiled, however, and went up to Kitty.",anger
128,"“Well, how are you?” he asked her, looking at her with the expression with which everyone looked at her now.",anger
129,"“Oh, very well,” said Kitty, smiling, “and how have things gone with you?” “The wagons held three times as much as the old carts did.",joy
130,"Well, are we going for the children?",joy
131,I’ve ordered the horses to be put in.” “What!,anger
132,you want to take Kitty in the wagonette?” her mother said reproachfully.,anger
133,"“Yes, at a walking pace, princess.” Levin never called the princess “maman” as men often do call their mothers-in-law, and the princess disliked his not doing so.",anger
134,"But though he liked and respected the princess, Levin could not call her so without a sense of profaning his feeling for his dead mother.",sadness
135,"“Come with us, maman,” said Kitty.",anger
136,"“I don’t like to see such imprudence.” “Well, I’ll walk then, I’m so well.” Kitty got up and went to her husband and took his hand.",anger
137,"“You may be well, but everything in moderation,” said the princess.",joy
138,"“Well, Agafea Mihalovna, is the jam done?” said Levin, smiling to Agafea Mihalovna, and trying to cheer her up.",anger
139,“Is it all right in the new way?” “I suppose it’s all right.,joy
140,"For our notions it’s boiled too long.” “It’ll be all the better, Agafea Mihalovna, it won’t mildew, even though our ice has begun to thaw already, so that we’ve no cool cellar to store it,” said Kitty, at once divining her husband’s motive, and addressing the old housekeeper with the same feeling; “but your pickle’s so good, that mamma says she never tasted any like it,” she added, smiling, and putting her kerchief straight.",joy
141,Agafea Mihalovna looked angrily at Kitty.,anger
142,"“You needn’t try to console me, mistress.",anger
143,"I need only to look at you with him, and I feel happy,” she said, and something in the rough familiarity of that _with him_ touched Kitty.",joy
144,"“Come along with us to look for mushrooms, you will show us the best places.” Agafea Mihalovna smiled and shook her head, as though to say: “I should like to be angry with you too, but I can’t.” “Do it, please, by my receipt,” said the princess; “put some paper over the jam, and moisten it with a little rum, and without even ice, it will never go mildewy.” Kitty was particularly glad of a chance of being alone with her husband, for she had noticed the shade of mortification that had passed over his face—always so quick to reflect every feeling—at the moment when he had come onto the terrace and asked what they were talking of, and had got no answer.",anger
145,"When they had set off on foot ahead of the others, and had come out of sight of the house onto the beaten dusty road, marked with rusty wheels and sprinkled with grains of corn, she clung faster to his arm and pressed it closer to her.",anger
146,"He had quite forgotten the momentary unpleasant impression, and alone with her he felt, now that the thought of her approaching motherhood was never for a moment absent from his mind, a new and delicious bliss, quite pure from all alloy of sense, in the being near to the woman he loved.",joy
147,"There was no need of speech, yet he longed to hear the sound of her voice, which like her eyes had changed since she had been with child.",sadness
148,"In her voice, as in her eyes, there was that softness and gravity which is found in people continually concentrated on some cherished pursuit.",joy
149,“So you’re not tired?,sadness
150,"Lean more on me,” said he.",anger
151,"“No, I’m so glad of a chance of being alone with you, and I must own, though I’m happy with them, I do regret our winter evenings alone.” “That was good, but this is even better.",joy
152,"Both are better,” he said, squeezing her hand.",anger
153,"“Do you know what we were talking about when you came in?” “About jam?” “Oh, yes, about jam too; but afterwards, about how men make offers.” “Ah!” said Levin, listening more to the sound of her voice than to the words she was saying, and all the while paying attention to the road, which passed now through the forest, and avoiding places where she might make a false step.",sadness
154,“And about Sergey Ivanovitch and Varenka.,anger
155,You’ve noticed?...,anger
156,"I’m very anxious for it,” she went on.",fear
157,“What do you think about it?” And she peeped into his face.,anger
158,"“I don’t know what to think,” Levin answered, smiling.",joy
159,“Sergey seems very strange to me in that way.,fear
160,"I told you, you know....” “Yes, that he was in love with that girl who died....” “That was when I was a child; I know about it from hearsay and tradition.",joy
161,I remember him then.,anger
162,He was wonderfully sweet.,joy
163,"But I’ve watched him since with women; he is friendly, some of them he likes, but one feels that to him they’re simply people, not women.” “Yes, but now with Varenka ...",joy
164,I fancy there’s something....” “Perhaps there is....,joy
165,"But one has to know him.... He’s a peculiar, wonderful person.",joy
166,He lives a spiritual life only.,joy
167,"He’s too pure, too exalted a nature.” “Why?",joy
168,"Would this lower him, then?” “No, but he’s so used to a spiritual life that he can’t reconcile himself with actual fact, and Varenka is after all fact.” Levin had grown used by now to uttering his thought boldly, without taking the trouble of clothing it in exact language.",anger
169,"He knew that his wife, in such moments of loving tenderness as now, would understand what he meant to say from a hint, and she did understand him.",love
170,"“Yes, but there’s not so much of that actual fact about her as about me.",anger
171,I can see that he would never have cared for me.,anger
172,"She is altogether spiritual.” “Oh, no, he is so fond of you, and I am always so glad when my people like you....” “Yes, he’s very nice to me; but....” “It’s not as it was with poor Nikolay ... you really cared for each other,” Levin finished.",joy
173,“Why not speak of him?” he added.,anger
174,“I sometimes blame myself for not; it ends in one’s forgetting.,anger
175,"Ah, how terrible and dear he was!...",anger
176,"Yes, what were we talking about?” Levin said, after a pause.",joy
177,"“You think he can’t fall in love,” said Kitty, translating into her own language.",joy
178,"“It’s not so much that he can’t fall in love,” Levin said, smiling, “but he has not the weakness necessary.... I’ve always envied him, and even now, when I’m so happy, I still envy him.” “You envy him for not being able to fall in love?” “I envy him for being better than I,” said Levin.",joy
179,“He does not live for himself.,joy
180,His whole life is subordinated to his duty.,anger
181,"And that’s why he can be calm and contented.” “And you?” Kitty asked, with an ironical and loving smile.",joy
182,"She could never have explained the chain of thought that made her smile; but the last link in it was that her husband, in exalting his brother and abasing himself, was not quite sincere.",joy
183,"Kitty knew that this insincerity came from his love for his brother, from his sense of shame at being too happy, and above all from his unflagging craving to be better—she loved it in him, and so she smiled.",joy
184,“And you?,anger
185,"What are you dissatisfied with?” she asked, with the same smile.",anger
186,"Her disbelief in his self-dissatisfaction delighted him, and unconsciously he tried to draw her into giving utterance to the grounds of her disbelief.",joy
187,"“I am happy, but dissatisfied with myself....” he said.",anger
188,"“Why, how can you be dissatisfied with yourself if you are happy?” “Well, how shall I say?...",joy
189,In my heart I really care for nothing whatever but that you should not stumble—see?,joy
190,"Oh, but really you mustn’t skip about like that!” he cried, breaking off to scold her for too agile a movement in stepping over a branch that lay in the path.",sadness
191,"“But when I think about myself, and compare myself with others, especially with my brother, I feel I’m a poor creature.” “But in what way?” Kitty pursued with the same smile.",sadness
192,“Don’t you too work for others?,anger
193,"What about your co-operative settlement, and your work on the estate, and your book?...” “Oh, but I feel, and particularly just now—it’s your fault,” he said, pressing her hand—“that all that doesn’t count.",joy
194,I do it in a way halfheartedly.,anger
195,If I could care for all that as I care for you!...,anger
196,"Instead of that, I do it in these days like a task that is set me.” “Well, what would you say about papa?” asked Kitty.",anger
197,"“Is he a poor creature then, as he does nothing for the public good?” “He?—no!",joy
198,"But then one must have the simplicity, the straightforwardness, the goodness of your father: and I haven’t got that.",anger
199,"I do nothing, and I fret about it.",anger
200,It’s all your doing.,joy
201,"Before there was you—and _this_ too,” he added with a glance towards her waist that she understood—“I put all my energies into work; now I can’t, and I’m ashamed; I do it just as though it were a task set me, I’m pretending....” “Well, but would you like to change this minute with Sergey Ivanovitch?” said Kitty.",sadness
202,"“Would you like to do this work for the general good, and to love the task set you, as he does, and nothing else?” “Of course not,” said Levin.",joy
203,“But I’m so happy that I don’t understand anything.,joy
204,So you think he’ll make her an offer today?” he added after a brief silence.,sadness
205,"“I think so, and I don’t think so.",joy
206,"Only, I’m awfully anxious for it.",fear
207,"Here, wait a minute.” She stooped down and picked a wild camomile at the edge of the path.",anger
208,"“Come, count: he does propose, he doesn’t,” she said, giving him the flower.",anger
209,"“He does, he doesn’t,” said Levin, tearing off the white petals.",anger
210,"“No, no!” Kitty, snatching at his hand, stopped him.",anger
211,She had been watching his fingers with interest.,anger
212,"“You picked off two.” “Oh, but see, this little one shan’t count to make up,” said Levin, tearing off a little half-grown petal.",anger
213,"“Here’s the wagonette overtaking us.” “Aren’t you tired, Kitty?” called the princess.",anger
214,"“Not in the least.” “If you are you can get in, as the horses are quiet and walking.” But it was not worth while to get in, they were quite near the place, and all walked on together.",anger
215,"Varenka, with her white kerchief on her black hair, surrounded by the children, gaily and good-humoredly looking after them, and at the same time visibly excited at the possibility of receiving a declaration from the man she cared for, was very attractive.",joy
216,"Sergey Ivanovitch walked beside her, and never left off admiring her.",anger
217,"Looking at her, he recalled all the delightful things he had heard from her lips, all the good he knew about her, and became more and more conscious that the feeling he had for her was something special that he had felt long, long ago, and only once, in his early youth.",joy
218,"The feeling of happiness in being near her continually grew, and at last reached such a point that, as he put a huge, slender-stalked agaric fungus in her basket, he looked straight into her face, and noticing the flush of glad and alarmed excitement that overspread her face, he was confused himself, and smiled to her in silence a smile that said too much.",fear
219,"“If so,” he said to himself, “I ought to think it over and make up my mind, and not give way like a boy to the impulse of a moment.” “I’m going to pick by myself apart from all the rest, or else my efforts will make no show,” he said, and he left the edge of the forest where they were walking on low silky grass between old birch trees standing far apart, and went more into the heart of the wood, where between the white birch trunks there were gray trunks of aspen and dark bushes of hazel.",joy
220,"Walking some forty paces away, Sergey Ivanovitch, knowing he was out of sight, stood still behind a bushy spindle-tree in full flower with its rosy red catkins.",joy
221,It was perfectly still all round him.,joy
222,"Only overhead in the birches under which he stood, the flies, like a swarm of bees, buzzed unceasingly, and from time to time the children’s voices were floated across to him.",anger
223,"All at once he heard, not far from the edge of the wood, the sound of Varenka’s contralto voice, calling Grisha, and a smile of delight passed over Sergey Ivanovitch’s face.",joy
224,"Conscious of this smile, he shook his head disapprovingly at his own condition, and taking out a cigar, he began lighting it.",joy
225,For a long while he could not get a match to light against the trunk of a birch tree.,anger
226,"The soft scales of the white bark rubbed off the phosphorus, and the light went out.",anger
227,"At last one of the matches burned, and the fragrant cigar smoke, hovering uncertainly in flat, wide coils, stretched away forwards and upwards over a bush under the overhanging branches of a birch tree.",fear
228,"Watching the streak of smoke, Sergey Ivanovitch walked gently on, deliberating on his position.",anger
229,“Why not?” he thought.,anger
230,"“If it were only a passing fancy or a passion, if it were only this attraction—this mutual attraction (I can call it a _mutual_ attraction), but if I felt that it was in contradiction with the whole bent of my life—if I felt that in giving way to this attraction I should be false to my vocation and my duty ... but it’s not so.",sadness
231,"The only thing I can say against it is that, when I lost Marie, I said to myself that I would remain faithful to her memory.",sadness
232,"That’s the only thing I can say against my feeling.... That’s a great thing,” Sergey Ivanovitch said to himself, feeling at the same time that this consideration had not the slightest importance for him personally, but would only perhaps detract from his romantic character in the eyes of others.",joy
233,"“But apart from that, however much I searched, I should never find anything to say against my feeling.",sadness
234,"If I were choosing by considerations of suitability alone, I could not have found anything better.” However many women and girls he thought of whom he knew, he could not think of a girl who united to such a degree all, positively all, the qualities he would wish to see in his wife.",sadness
235,"She had all the charm and freshness of youth, but she was not a child; and if she loved him, she loved him consciously as a woman ought to love; that was one thing.",joy
236,"Another point: she was not only far from being worldly, but had an unmistakable distaste for worldly society, and at the same time she knew the world, and had all the ways of a woman of the best society, which were absolutely essential to Sergey Ivanovitch’s conception of the woman who was to share his life.",joy
237,"Thirdly: she was religious, and not like a child, unconsciously religious and good, as Kitty, for example, was, but her life was founded on religious principles.",joy
238,"Even in trifling matters, Sergey Ivanovitch found in her all that he wanted in his wife: she was poor and alone in the world, so she would not bring with her a mass of relations and their influence into her husband’s house, as he saw now in Kitty’s case.",sadness
239,"She would owe everything to her husband, which was what he had always desired too for his future family life.",joy
240,"And this girl, who united all these qualities, loved him.",love
241,"He was a modest man, but he could not help seeing it.",joy
242,And he loved her.,love
243,There was one consideration against it—his age.,anger
244,"But he came of a long-lived family, he had not a single gray hair, no one would have taken him for forty, and he remembered Varenka’s saying that it was only in Russia that men of fifty thought themselves old, and that in France a man of fifty considers himself _dans la force de l’âge_, while a man of forty is _un jeune homme_.",joy
245,But what did the mere reckoning of years matter when he felt as young in heart as he had been twenty years ago?,joy
246,"Was it not youth to feel as he felt now, when coming from the other side to the edge of the wood he saw in the glowing light of the slanting sunbeams the gracious figure of Varenka in her yellow gown with her basket, walking lightly by the trunk of an old birch tree, and when this impression of the sight of Varenka blended so harmoniously with the beauty of the view, of the yellow oatfield lying bathed in the slanting sunshine, and beyond it the distant ancient forest flecked with yellow and melting into the blue of the distance?",joy
247,His heart throbbed joyously.,anger
248,A softened feeling came over him.,joy
249,He felt that he had made up his mind.,sadness
250,"Varenka, who had just crouched down to pick a mushroom, rose with a supple movement and looked round.",anger
251,"Flinging away the cigar, Sergey Ivanovitch advanced with resolute steps towards her.",anger
252,"“Varvara Andreevna, when I was very young, I set before myself the ideal of the woman I loved and should be happy to call my wife.",joy
253,"I have lived through a long life, and now for the first time I have met what I sought—in you.",anger
254,"I love you, and offer you my hand.” Sergey Ivanovitch was saying this to himself while he was ten paces from Varvara.",anger
255,"Kneeling down, with her hands over the mushrooms to guard them from Grisha, she was calling little Masha.",anger
256,"“Come here, little ones!",joy
257,"There are so many!” she was saying in her sweet, deep voice.",joy
258,"Seeing Sergey Ivanovitch approaching, she did not get up and did not change her position, but everything told him that she felt his presence and was glad of it.",joy
259,"“Well, did you find some?” she asked from under the white kerchief, turning her handsome, gently smiling face to him.",joy
260,"“Not one,” said Sergey Ivanovitch.",anger
261,"“Did you?” She did not answer, busy with the children who thronged about her.",anger
262,"“That one too, near the twig,” she pointed out to little Masha a little fungus, split in half across its rosy cap by the dry grass from under which it thrust itself.",anger
263,"Varenka got up while Masha picked the fungus, breaking it into two white halves.",anger
264,"“This brings back my childhood,” she added, moving apart from the children beside Sergey Ivanovitch.",sadness
265,They walked on for some steps in silence.,anger
266,"Varenka saw that he wanted to speak; she guessed of what, and felt faint with joy and panic.",fear
267,"They had walked so far away that no one could hear them now, but still he did not begin to speak.",anger
268,It would have been better for Varenka to be silent.,sadness
269,After a silence it would have been easier for them to say what they wanted to say than after talking about mushrooms.,anger
270,"But against her own will, as it were accidentally, Varenka said: “So you found nothing?",anger
271,"In the middle of the wood there are always fewer, though.” Sergey Ivanovitch sighed and made no answer.",anger
272,He was annoyed that she had spoken about the mushrooms.,anger
273,"He wanted to bring her back to the first words she had uttered about her childhood; but after a pause of some length, as though against his own will, he made an observation in response to her last words.",anger
274,"“I have heard that the white edible funguses are found principally at the edge of the wood, though I can’t tell them apart.” Some minutes more passed, they moved still further away from the children, and were quite alone.",anger
275,"Varenka’s heart throbbed so that she heard it beating, and felt that she was turning red and pale and red again.",fear
276,"To be the wife of a man like Koznishev, after her position with Madame Stahl, was to her imagination the height of happiness.",joy
277,"Besides, she was almost certain that she was in love with him.",anger
278,And this moment it would have to be decided.,anger
279,She felt frightened.,fear
280,She dreaded both his speaking and his not speaking.,anger
281,Now or never it must be said—that Sergey Ivanovitch felt too.,sadness
282,"Everything in the expression, the flushed cheeks and the downcast eyes of Varenka betrayed a painful suspense.",sadness
283,Sergey Ivanovitch saw it and felt sorry for her.,sadness
284,He felt even that to say nothing now would be a slight to her.,sadness
285,Rapidly in his own mind he ran over all the arguments in support of his decision.,anger
286,"He even said over to himself the words in which he meant to put his offer, but instead of those words, some utterly unexpected reflection that occurred to him made him ask: “What is the difference between the ‘birch’ mushroom and the ‘white’ mushroom?” Varenka’s lips quivered with emotion as she answered: “In the top part there is scarcely any difference, it’s in the stalk.” And as soon as these words were uttered, both he and she felt that it was over, that what was to have been said would not be said; and their emotion, which had up to then been continually growing more intense, began to subside.",joy
287,"“The birch mushroom’s stalk suggests a dark man’s chin after two days without shaving,” said Sergey Ivanovitch, speaking quite calmly now.",anger
288,"“Yes, that’s true,” answered Varenka smiling, and unconsciously the direction of their walk changed.",anger
289,They began to turn towards the children.,anger
290,Varenka felt both sore and ashamed; at the same time she had a sense of relief.,sadness
291,"When he had got home again and went over the whole subject, Sergey Ivanovitch thought his previous decision had been a mistaken one.",anger
292,He could not be false to the memory of Marie.,anger
293,"“Gently, children, gently!” Levin shouted quite angrily to the children, standing before his wife to protect her when the crowd of children flew with shrieks of delight to meet them.",anger
294,Behind the children Sergey Ivanovitch and Varenka walked out of the wood.,anger
295,Kitty had no need to ask Varenka; she saw from the calm and somewhat crestfallen faces of both that her plans had not come off.,anger
296,“Well?” her husband questioned her as they were going home again.,anger
297,"“It doesn’t bite,” said Kitty, her smile and manner of speaking recalling her father, a likeness Levin often noticed with pleasure.",joy
298,"“How doesn’t bite?” “I’ll show you,” she said, taking her husband’s hand, lifting it to her mouth, and just faintly brushing it with closed lips.",anger
299,"“Like a kiss on a priest’s hand.” “Which didn’t it bite with?” he said, laughing.",anger
300,“Both.,anger
