,0,Emotion
116,The most unpleasant thing of all was that his pecuniary interests should in this way enter into the question of his reconciliation with his wife.,anger
117,"And the idea that he might be led on by his interests, that he might seek a reconciliation with his wife on account of the sale of the forest—that idea hurt him.",sadness
118,"When he had finished his letters, Stepan Arkadyevitch moved the office-papers close to him, rapidly looked through two pieces of business, made a few notes with a big pencil, and pushing away the papers, turned to his coffee.",anger
119,"As he sipped his coffee, he opened a still damp morning paper, and began reading it.",anger
120,"Stepan Arkadyevitch took in and read a liberal paper, not an extreme one, but one advocating the views held by the majority.",anger
121,"And in spite of the fact that science, art, and politics had no special interest for him, he firmly held those views on all these subjects which were held by the majority and by his paper, and he only changed them when the majority changed them—or, more strictly speaking, he did not change them, but they imperceptibly changed of themselves within him.",anger
122,"Stepan Arkadyevitch had not chosen his political opinions or his views; these political opinions and views had come to him of themselves, just as he did not choose the shapes of his hat and coat, but simply took those that were being worn.",sadness
123,"And for him, living in a certain society—owing to the need, ordinarily developed at years of discretion, for some degree of mental activity—to have views was just as indispensable as to have a hat.",joy
124,"If there was a reason for his preferring liberal to conservative views, which were held also by many of his circle, it arose not from his considering liberalism more rational, but from its being in closer accordance with his manner of life.",joy
125,"The liberal party said that in Russia everything is wrong, and certainly Stepan Arkadyevitch had many debts and was decidedly short of money.",anger
126,"The liberal party said that marriage is an institution quite out of date, and that it needs reconstruction; and family life certainly afforded Stepan Arkadyevitch little gratification, and forced him into lying and hypocrisy, which was so repulsive to his nature.",anger
127,"The liberal party said, or rather allowed it to be understood, that religion is only a curb to keep in check the barbarous classes of the people; and Stepan Arkadyevitch could not get through even a short service without his legs aching from standing up, and could never make out what was the object of all the terrible and high-flown language about another world when life might be so very amusing in this world.",joy
128,"And with all this, Stepan Arkadyevitch, who liked a joke, was fond of puzzling a plain man by saying that if he prided himself on his origin, he ought not to stop at Rurik and disown the first founder of his family—the monkey.",anger
129,"And so Liberalism had become a habit of Stepan Arkadyevitch’s, and he liked his newspaper, as he did his cigar after dinner, for the slight fog it diffused in his brain.",sadness
130,"He read the leading article, in which it was maintained that it was quite senseless in our day to raise an outcry that radicalism was threatening to swallow up all conservative elements, and that the government ought to take measures to crush the revolutionary hydra; that, on the contrary, “in our opinion the danger lies not in that fantastic revolutionary hydra, but in the obstinacy of traditionalism clogging progress,” etc., etc.",joy
131,"He read another article, too, a financial one, which alluded to Bentham and Mill, and dropped some innuendoes reflecting on the ministry.",anger
132,"With his characteristic quickwittedness he caught the drift of each innuendo, divined whence it came, at whom and on what ground it was aimed, and that afforded him, as it always did, a certain satisfaction.",joy
133,But today that satisfaction was embittered by Matrona Philimonovna’s advice and the unsatisfactory state of the household.,anger
134,"He read, too, that Count Beist was rumored to have left for Wiesbaden, and that one need have no more gray hair, and of the sale of a light carriage, and of a young person seeking a situation; but these items of information did not give him, as usual, a quiet, ironical gratification.",joy
135,"Having finished the paper, a second cup of coffee and a roll and butter, he got up, shaking the crumbs of the roll off his waistcoat; and, squaring his broad chest, he smiled joyously: not because there was anything particularly agreeable in his mind—the joyous smile was evoked by a good digestion.",joy
136,"But this joyous smile at once recalled everything to him, and he grew thoughtful.",joy
137,"Two childish voices (Stepan Arkadyevitch recognized the voices of Grisha, his youngest boy, and Tanya, his eldest girl) were heard outside the door.",anger
138,"They were carrying something, and dropped it.",anger
139,"“I told you not to sit passengers on the roof,” said the little girl in English; “there, pick them up!” “Everything’s in confusion,” thought Stepan Arkadyevitch; “there are the children running about by themselves.” And going to the door, he called them.",anger
140,"They threw down the box, that represented a train, and came in to their father.",anger
141,"The little girl, her father’s favorite, ran up boldly, embraced him, and hung laughingly on his neck, enjoying as she always did the smell of scent that came from his whiskers.",joy
142,"At last the little girl kissed his face, which was flushed from his stooping posture and beaming with tenderness, loosed her hands, and was about to run away again; but her father held her back.",sadness
143,"“How is mamma?” he asked, passing his hand over his daughter’s smooth, soft little neck.",joy
144,"“Good morning,” he said, smiling to the boy, who had come up to greet him.",anger
145,"He was conscious that he loved the boy less, and always tried to be fair; but the boy felt it, and did not respond with a smile to his father’s chilly smile.",joy
146,“Mamma?,anger
147,"She is up,” answered the girl.",anger
148,Stepan Arkadyevitch sighed.,anger
149,"“That means that she’s not slept again all night,” he thought.",anger
150,"“Well, is she cheerful?” The little girl knew that there was a quarrel between her father and mother, and that her mother could not be cheerful, and that her father must be aware of this, and that he was pretending when he asked about it so lightly.",joy
151,And she blushed for her father.,anger
152,"He at once perceived it, and blushed too.",anger
153,"“I don’t know,” she said.",anger
154,"“She did not say we must do our lessons, but she said we were to go for a walk with Miss Hoole to grandmamma’s.” “Well, go, Tanya, my darling.",anger
155,"Oh, wait a minute, though,” he said, still holding her and stroking her soft little hand.",anger
156,"He took off the mantelpiece, where he had put it yesterday, a little box of sweets, and gave her two, picking out her favorites, a chocolate and a fondant.",joy
157,"“For Grisha?” said the little girl, pointing to the chocolate.",anger
158,"“Yes, yes.” And still stroking her little shoulder, he kissed her on the roots of her hair and neck, and let her go.",anger
159,"“The carriage is ready,” said Matvey; “but there’s someone to see you with a petition.” “Been here long?” asked Stepan Arkadyevitch.",anger
160,"“Half an hour.” “How many times have I told you to tell me at once?” “One must let you drink your coffee in peace, at least,” said Matvey, in the affectionately gruff tone with which it was impossible to be angry.",anger
161,"“Well, show the person up at once,” said Oblonsky, frowning with vexation.",anger
162,"The petitioner, the widow of a staff captain Kalinin, came with a request impossible and unreasonable; but Stepan Arkadyevitch, as he generally did, made her sit down, heard her to the end attentively without interrupting her, and gave her detailed advice as to how and to whom to apply, and even wrote her, in his large, sprawling, good and legible hand, a confident and fluent little note to a personage who might be of use to her.",joy
163,"Having got rid of the staff captain’s widow, Stepan Arkadyevitch took his hat and stopped to recollect whether he had forgotten anything.",anger
164,It appeared that he had forgotten nothing except what he wanted to forget—his wife.,anger
165,"“Ah, yes!” He bowed his head, and his handsome face assumed a harassed expression.",joy
166,"“To go, or not to go!” he said to himself; and an inner voice told him he must not go, that nothing could come of it but falsity; that to amend, to set right their relations was impossible, because it was impossible to make her attractive again and able to inspire love, or to make him an old man, not susceptible to love.",joy
167,Except deceit and lying nothing could come of it now; and deceit and lying were opposed to his nature.,anger
168,"“It must be some time, though: it can’t go on like this,” he said, trying to give himself courage.",anger
169,"He squared his chest, took out a cigarette, took two whiffs at it, flung it into a mother-of-pearl ashtray, and with rapid steps walked through the drawing-room, and opened the other door into his wife’s bedroom.",anger
170,"Darya Alexandrovna, in a dressing jacket, and with her now scanty, once luxuriant and beautiful hair fastened up with hairpins on the nape of her neck, with a sunken, thin face and large, startled eyes, which looked prominent from the thinness of her face, was standing among a litter of all sorts of things scattered all over the room, before an open bureau, from which she was taking something.",joy
171,"Hearing her husband’s steps, she stopped, looking towards the door, and trying assiduously to give her features a severe and contemptuous expression.",anger
172,"She felt she was afraid of him, and afraid of the coming interview.",fear
173,"She was just attempting to do what she had attempted to do ten times already in these last three days—to sort out the children’s things and her own, so as to take them to her mother’s—and again she could not bring herself to do this; but now again, as each time before, she kept saying to herself, “that things cannot go on like this, that she must take some step” to punish him, put him to shame, avenge on him some little part at least of the suffering he had caused her.",sadness
174,"She still continued to tell herself that she should leave him, but she was conscious that this was impossible; it was impossible because she could not get out of the habit of regarding him as her husband and loving him.",sadness
175,"Besides this, she realized that if even here in her own house she could hardly manage to look after her five children properly, they would be still worse off where she was going with them all.",anger
176,"As it was, even in the course of these three days, the youngest was unwell from being given unwholesome soup, and the others had almost gone without their dinner the day before.",anger
177,"She was conscious that it was impossible to go away; but, cheating herself, she went on all the same sorting out her things and pretending she was going.",sadness
178,"Seeing her husband, she dropped her hands into the drawer of the bureau as though looking for something, and only looked round at him when he had come quite up to her.",anger
179,"But her face, to which she tried to give a severe and resolute expression, betrayed bewilderment and suffering.",sadness
180,“Dolly!” he said in a subdued and timid voice.,fear
181,"He bent his head towards his shoulder and tried to look pitiful and humble, but for all that he was radiant with freshness and health.",joy
182,In a rapid glance she scanned his figure that beamed with health and freshness.,joy
183,"“Yes, he is happy and content!” she thought; “while I.... And that disgusting good nature, which everyone likes him for and praises—I hate that good nature of his,” she thought.",joy
184,"Her mouth stiffened, the muscles of the cheek contracted on the right side of her pale, nervous face.",fear
185,"“What do you want?” she said in a rapid, deep, unnatural voice.",sadness
186,"“Dolly!” he repeated, with a quiver in his voice.",fear
187,"“Anna is coming today.” “Well, what is that to me?",anger
188,I can’t see her!” she cried.,anger
189,"“But you must, really, Dolly....” “Go away, go away, go away!” she shrieked, not looking at him, as though this shriek were called up by physical pain.",anger
190,"Stepan Arkadyevitch could be calm when he thought of his wife, he could hope that she would _come round_, as Matvey expressed it, and could quietly go on reading his paper and drinking his coffee; but when he saw her tortured, suffering face, heard the tone of her voice, submissive to fate and full of despair, there was a catch in his breath and a lump in his throat, and his eyes began to shine with tears.",sadness
191,“My God!,anger
192,what have I done?,anger
193,Dolly!,anger
194,For God’s sake!...,anger
195,You know....” He could not go on; there was a sob in his throat.,anger
196,"She shut the bureau with a slam, and glanced at him.",anger
197,"“Dolly, what can I say?...",anger
198,One thing: forgive....,anger
199,"Remember, cannot nine years of my life atone for an instant....” She dropped her eyes and listened, expecting what he would say, as it were beseeching him in some way or other to make her believe differently.",joy
200,"“—instant of passion?” he said, and would have gone on, but at that word, as at a pang of physical pain, her lips stiffened again, and again the muscles of her right cheek worked.",sadness
201,"“Go away, go out of the room!” she shrieked still more shrilly, “and don’t talk to me of your passion and your loathsomeness.” She tried to go out, but tottered, and clung to the back of a chair to support herself.",anger
202,"His face relaxed, his lips swelled, his eyes were swimming with tears.",sadness
203,"“Dolly!” he said, sobbing now; “for mercy’s sake, think of the children; they are not to blame!",sadness
204,"I am to blame, and punish me, make me expiate my fault.",anger
205,"Anything I can do, I am ready to do anything!",joy
206,"I am to blame, no words can express how much I am to blame!",sadness
207,"But, Dolly, forgive me!” She sat down.",anger
208,"He listened to her hard, heavy breathing, and he was unutterably sorry for her.",anger
209,"She tried several times to begin to speak, but could not.",anger
210,He waited.,anger
211,"“You remember the children, Stiva, to play with them; but I remember them, and know that this means their ruin,” she said—obviously one of the phrases she had more than once repeated to herself in the course of the last few days.",sadness
212,"She had called him “Stiva,” and he glanced at her with gratitude, and moved to take her hand, but she drew back from him with aversion.",sadness
213,"“I think of the children, and for that reason I would do anything in the world to save them, but I don’t myself know how to save them.",anger
214,"By taking them away from their father, or by leaving them with a vicious father—yes, a vicious father.... Tell me, after what ... has happened, can we live together?",anger
215,Is that possible?,joy
216,"Tell me, eh, is it possible?” she repeated, raising her voice, “after my husband, the father of my children, enters into a love affair with his own children’s governess?” “But what could I do?",joy
217,"what could I do?” he kept saying in a pitiful voice, not knowing what he was saying, as his head sank lower and lower.",sadness
218,"“You are loathsome to me, repulsive!” she shrieked, getting more and more heated.",anger
219,“Your tears mean nothing!,sadness
220,You have never loved me; you have neither heart nor honorable feeling!,sadness
221,"You are hateful to me, disgusting, a stranger—yes, a complete stranger!” With pain and wrath she uttered the word so terrible to herself—_stranger_.",anger
222,"He looked at her, and the fury expressed in her face alarmed and amazed him.",fear
223,He did not understand how his pity for her exasperated her.,anger
224,"She saw in him sympathy for her, but not love.",sadness
225,"“No, she hates me.",anger
226,"She will not forgive me,” he thought.",anger
227,“It is awful!,sadness
228,awful!” he said.,sadness
229,At that moment in the next room a child began to cry; probably it had fallen down.,sadness
230,"Darya Alexandrovna listened, and her face suddenly softened.",fear
231,"She seemed to be pulling herself together for a few seconds, as though she did not know where she was, and what she was doing, and getting up rapidly, she moved towards the door.",anger
232,"“Well, she loves my child,” he thought, noticing the change of her face at the child’s cry, “my child: how can she hate me?” “Dolly, one word more,” he said, following her.",anger
233,"“If you come near me, I will call in the servants, the children!",anger
234,They may all know you are a scoundrel!,anger
235,"I am going away at once, and you may live here with your mistress!” And she went out, slamming the door.",anger
236,"Stepan Arkadyevitch sighed, wiped his face, and with a subdued tread walked out of the room.",anger
237,“Matvey says she will come round; but how?,anger
238,I don’t see the least chance of it.,anger
239,"Ah, oh, how horrible it is!",anger
240,"And how vulgarly she shouted,” he said to himself, remembering her shriek and the words—“scoundrel” and “mistress.” “And very likely the maids were listening!",anger
241,Horribly vulgar!,anger
242,"horrible!” Stepan Arkadyevitch stood a few seconds alone, wiped his face, squared his chest, and walked out of the room.",anger
243,"It was Friday, and in the dining-room the German watchmaker was winding up the clock.",anger
244,"Stepan Arkadyevitch remembered his joke about this punctual, bald watchmaker, “that the German was wound up for a whole lifetime himself, to wind up watches,” and he smiled.",joy
245,Stepan Arkadyevitch was fond of a joke: “And maybe she will come round!,love
246,"That’s a good expression, ‘_come round,_’” he thought.",joy
247,“I must repeat that.” “Matvey!” he shouted.,anger
248,"“Arrange everything with Darya in the sitting room for Anna Arkadyevna,” he said to Matvey when he came in.",anger
249,"“Yes, sir.” Stepan Arkadyevitch put on his fur coat and went out onto the steps.",anger
250,"“You won’t dine at home?” said Matvey, seeing him off.",anger
251,“That’s as it happens.,joy
252,"But here’s for the housekeeping,” he said, taking ten roubles from his pocketbook.",anger
253,"“That’ll be enough.” “Enough or not enough, we must make it do,” said Matvey, slamming the carriage door and stepping back onto the steps.",joy
254,"Darya Alexandrovna meanwhile having pacified the child, and knowing from the sound of the carriage that he had gone off, went back again to her bedroom.",anger
255,It was her solitary refuge from the household cares which crowded upon her directly she went out from it.,anger
256,"Even now, in the short time she had been in the nursery, the English governess and Matrona Philimonovna had succeeded in putting several questions to her, which did not admit of delay, and which only she could answer: “What were the children to put on for their walk?",sadness
257,Should they have any milk?,anger
258,"Should not a new cook be sent for?” “Ah, let me alone, let me alone!” she said, and going back to her bedroom she sat down in the same place as she had sat when talking to her husband, clasping tightly her thin hands with the rings that slipped down on her bony fingers, and fell to going over in her memory all the conversation.",sadness
259,“He has gone!,anger
260,But has he broken it off with her?” she thought.,anger
261,“Can it be he sees her?,anger
262,Why didn’t I ask him!,anger
263,"No, no, reconciliation is impossible.",anger
264,"Even if we remain in the same house, we are strangers—strangers forever!” She repeated again with special significance the word so dreadful to her.",sadness
265,“And how I loved him!,anger
266,"my God, how I loved him!...",anger
267,How I loved him!,anger
268,And now don’t I love him?,anger
269,Don’t I love him more than before?,anger
270,"The most horrible thing is,” she began, but did not finish her thought, because Matrona Philimonovna put her head in at the door.",anger
271,"“Let us send for my brother,” she said; “he can get a dinner anyway, or we shall have the children getting nothing to eat till six again, like yesterday.” “Very well, I will come directly and see about it.",joy
272,"But did you send for some new milk?” And Darya Alexandrovna plunged into the duties of the day, and drowned her grief in them for a time.",sadness
273,"Stepan Arkadyevitch had learned easily at school, thanks to his excellent abilities, but he had been idle and mischievous, and therefore was one of the lowest in his class.",anger
274,"But in spite of his habitually dissipated mode of life, his inferior grade in the service, and his comparative youth, he occupied the honorable and lucrative position of president of one of the government boards at Moscow.",anger
275,"This post he had received through his sister Anna’s husband, Alexey Alexandrovitch Karenin, who held one of the most important positions in the ministry to whose department the Moscow office belonged.",anger
276,"But if Karenin had not got his brother-in-law this berth, then through a hundred other personages—brothers, sisters, cousins, uncles, and aunts—Stiva Oblonsky would have received this post, or some other similar one, together with the salary of six thousand absolutely needful for him, as his affairs, in spite of his wife’s considerable property, were in an embarrassed condition.",sadness
277,Half Moscow and Petersburg were friends and relations of Stepan Arkadyevitch.,anger
278,He was born in the midst of those who had been and are the powerful ones of this world.,joy
279,"One-third of the men in the government, the older men, had been friends of his father’s, and had known him in petticoats; another third were his intimate chums, and the remainder were friendly acquaintances.",joy
280,"Consequently the distributors of earthly blessings in the shape of places, rents, shares, and such, were all his friends, and could not overlook one of their own set; and Oblonsky had no need to make any special exertion to get a lucrative post.",joy
281,"He had only not to refuse things, not to show jealousy, not to be quarrelsome or take offense, all of which from his characteristic good nature he never did.",joy
282,"It would have struck him as absurd if he had been told that he would not get a position with the salary he required, especially as he expected nothing out of the way; he only wanted what the men of his own age and standing did get, and he was no worse qualified for performing duties of the kind than any other man.",anger
283,"Stepan Arkadyevitch was not merely liked by all who knew him for his good humor, but for his bright disposition, and his unquestionable honesty.",joy
284,"In him, in his handsome, radiant figure, his sparkling eyes, black hair and eyebrows, and the white and red of his face, there was something which produced a physical effect of kindliness and good humor on the people who met him.",joy
285,“Aha!,anger
286,Stiva!,anger
287,Oblonsky!,anger
288,Here he is!” was almost always said with a smile of delight on meeting him.,joy
289,"Even though it happened at times that after a conversation with him it seemed that nothing particularly delightful had happened, the next day, and the next, everyone was just as delighted at meeting him again.",joy
290,"After filling for three years the post of president of one of the government boards at Moscow, Stepan Arkadyevitch had won the respect, as well as the liking, of his fellow-officials, subordinates, and superiors, and all who had had business with him.",anger
291,"The principal qualities in Stepan Arkadyevitch which had gained him this universal respect in the service consisted, in the first place, of his extreme indulgence for others, founded on a consciousness of his own shortcomings; secondly, of his perfect liberalism—not the liberalism he read of in the papers, but the liberalism that was in his blood, in virtue of which he treated all men perfectly equally and exactly the same, whatever their fortune or calling might be; and thirdly—the most important point—his complete indifference to the business in which he was engaged, in consequence of which he was never carried away, and never made mistakes.",joy
292,"On reaching the offices of the board, Stepan Arkadyevitch, escorted by a deferential porter with a portfolio, went into his little private room, put on his uniform, and went into the boardroom.",anger
293,"The clerks and copyists all rose, greeting him with good-humored deference.",joy
294,"Stepan Arkadyevitch moved quickly, as ever, to his place, shook hands with his colleagues, and sat down.",anger
